date,villa ristorante,isPartial
2018-01-07,21,False
2018-01-14,20,False
2018-01-21,32,False
2018-01-28,31,False
2018-02-04,10,False
2018-02-11,21,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,31,False
2018-03-11,10,False
2018-03-18,10,False
2018-03-25,33,False
2018-04-01,43,False
2018-04-08,22,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,31,False
2018-05-06,11,False
2018-05-13,0,False
2018-05-20,21,False
2018-05-27,21,False
2018-06-03,41,False
2018-06-10,19,False
2018-06-17,53,False
2018-06-24,75,False
2018-07-01,32,False
2018-07-08,11,False
2018-07-15,64,False
2018-07-22,10,False
2018-07-29,73,False
2018-08-05,70,False
2018-08-12,27,False
2018-08-19,70,False
2018-08-26,20,False
2018-09-02,31,False
2018-09-09,22,False
2018-09-16,11,False
2018-09-23,43,False
2018-09-30,21,False
2018-10-07,0,False
2018-10-14,46,False
2018-10-21,0,False
2018-10-28,56,False
2018-11-04,33,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,11,False
2018-12-02,47,False
2018-12-09,23,False
2018-12-16,36,False
2018-12-23,52,False
2018-12-30,44,False
2019-01-06,33,False
2019-01-13,22,False
2019-01-20,31,False
2019-01-27,21,False
2019-02-03,32,False
2019-02-10,54,False
2019-02-17,11,False
2019-02-24,22,False
2019-03-03,23,False
2019-03-10,46,False
2019-03-17,35,False
2019-03-24,23,False
2019-03-31,34,False
2019-04-07,57,False
2019-04-14,24,False
2019-04-21,71,False
2019-04-28,100,False
2019-05-05,89,False
2019-05-12,0,False
2019-05-19,33,False
2019-05-26,40,False
2019-06-02,12,False
2019-06-09,47,False
2019-06-16,80,False
2019-06-23,34,False
2019-06-30,23,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,33,False
2019-07-28,64,False
2019-08-04,21,False
2019-08-11,80,False
2019-08-18,81,False
2019-08-25,36,False
2019-09-01,19,False
2019-09-08,42,False
2019-09-15,10,False
2019-09-22,30,False
2019-09-29,39,False
2019-10-06,50,False
2019-10-13,51,False
2019-10-20,60,False
2019-10-27,50,False
2019-11-03,18,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,19,False
2019-12-01,29,False
2019-12-08,49,False
2019-12-15,50,False
2019-12-22,22,False
2019-12-29,40,False
2020-01-05,29,False
2020-01-12,9,False
2020-01-19,46,False
2020-01-26,27,False
2020-02-02,17,False
2020-02-09,73,False
2020-02-16,18,False
2020-02-23,26,False
2020-03-01,34,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,8,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,8,False
2020-04-26,0,True
