date,villa ristorante,isPartial
2018-01-07,51,False
2018-01-14,51,False
2018-01-21,25,False
2018-01-28,24,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,24,False
2018-02-25,47,False
2018-03-04,49,False
2018-03-11,36,False
2018-03-18,25,False
2018-03-25,25,False
2018-04-01,27,False
2018-04-08,37,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,74,False
2018-05-13,24,False
2018-05-20,74,False
2018-05-27,50,False
2018-06-03,0,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,37,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,25,False
2018-08-05,63,False
2018-08-12,27,False
2018-08-19,25,False
2018-08-26,24,False
2018-09-02,48,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,64,False
2018-10-21,76,False
2018-10-28,24,False
2018-11-04,48,False
2018-11-11,25,False
2018-11-18,73,False
2018-11-25,25,False
2018-12-02,26,False
2018-12-09,38,False
2018-12-16,48,False
2018-12-23,54,False
2018-12-30,79,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,0,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,44,False
2019-03-24,22,False
2019-03-31,33,False
2019-04-07,32,False
2019-04-14,35,False
2019-04-21,46,False
2019-04-28,0,False
2019-05-05,41,False
2019-05-12,32,False
2019-05-19,41,False
2019-05-26,60,False
2019-06-02,33,False
2019-06-09,23,False
2019-06-16,22,False
2019-06-23,55,False
2019-06-30,22,False
2019-07-07,21,False
2019-07-14,45,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,48,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,32,False
2019-09-15,52,False
2019-09-22,60,False
2019-09-29,39,False
2019-10-06,41,False
2019-10-13,61,False
2019-10-20,60,False
2019-10-27,40,False
2019-11-03,19,False
2019-11-10,20,False
2019-11-17,48,False
2019-11-24,58,False
2019-12-01,0,False
2019-12-08,41,False
2019-12-15,52,False
2019-12-22,47,False
2019-12-29,72,False
2020-01-05,43,False
2020-01-12,20,False
2020-01-19,0,False
2020-01-26,38,False
2020-02-02,37,False
2020-02-09,0,False
2020-02-16,38,False
2020-02-23,18,False
2020-03-01,0,False
2020-03-08,26,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,34,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,0,True
