date,villa ristorante,isPartial
2018-01-07,43,False
2018-01-14,43,False
2018-01-21,21,False
2018-01-28,42,False
2018-02-04,0,False
2018-02-11,21,False
2018-02-18,20,False
2018-02-25,20,False
2018-03-04,21,False
2018-03-11,20,False
2018-03-18,32,False
2018-03-25,0,False
2018-04-01,21,False
2018-04-08,71,False
2018-04-15,22,False
2018-04-22,21,False
2018-04-29,20,False
2018-05-06,30,False
2018-05-13,21,False
2018-05-20,41,False
2018-05-27,40,False
2018-06-03,41,False
2018-06-10,0,False
2018-06-17,41,False
2018-06-24,100,False
2018-07-01,39,False
2018-07-08,19,False
2018-07-15,58,False
2018-07-22,29,False
2018-07-29,29,False
2018-08-05,29,False
2018-08-12,18,False
2018-08-19,58,False
2018-08-26,39,False
2018-09-02,30,False
2018-09-09,72,False
2018-09-16,20,False
2018-09-23,20,False
2018-09-30,72,False
2018-10-07,31,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,20,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,56,False
2018-12-23,49,False
2018-12-30,23,False
2019-01-06,21,False
2019-01-13,21,False
2019-01-20,19,False
2019-01-27,0,False
2019-02-03,59,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,41,False
2019-03-03,59,False
2019-03-10,19,False
2019-03-17,40,False
2019-03-24,40,False
2019-03-31,0,False
2019-04-07,29,False
2019-04-14,40,False
2019-04-21,71,False
2019-04-28,28,False
2019-05-05,19,False
2019-05-12,0,False
2019-05-19,28,False
2019-05-26,55,False
2019-06-02,60,False
2019-06-09,28,False
2019-06-16,38,False
2019-06-23,38,False
2019-06-30,37,False
2019-07-07,27,False
2019-07-14,54,False
2019-07-21,18,False
2019-07-28,28,False
2019-08-04,18,False
2019-08-11,53,False
2019-08-18,34,False
2019-08-25,17,False
2019-09-01,62,False
2019-09-08,0,False
2019-09-15,18,False
2019-09-22,53,False
2019-09-29,18,False
2019-10-06,37,False
2019-10-13,18,False
2019-10-20,17,False
2019-10-27,18,False
2019-11-03,51,False
2019-11-10,36,False
2019-11-17,25,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,37,False
2019-12-15,37,False
2019-12-22,55,False
2019-12-29,20,False
2020-01-05,19,False
2020-01-12,26,False
2020-01-19,27,False
2020-01-26,36,False
2020-02-02,26,False
2020-02-09,27,False
2020-02-16,36,False
2020-02-23,33,False
2020-03-01,33,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,26,True
