date,villa ristorante,isPartial
2018-01-07,26,False
2018-01-14,19,False
2018-01-21,19,False
2018-01-28,12,False
2018-02-04,24,False
2018-02-11,19,False
2018-02-18,60,False
2018-02-25,12,False
2018-03-04,25,False
2018-03-11,80,False
2018-03-18,18,False
2018-03-25,53,False
2018-04-01,27,False
2018-04-08,31,False
2018-04-15,46,False
2018-04-22,27,False
2018-04-29,26,False
2018-05-06,51,False
2018-05-13,13,False
2018-05-20,26,False
2018-05-27,20,False
2018-06-03,38,False
2018-06-10,31,False
2018-06-17,25,False
2018-06-24,19,False
2018-07-01,31,False
2018-07-08,31,False
2018-07-15,32,False
2018-07-22,31,False
2018-07-29,44,False
2018-08-05,32,False
2018-08-12,56,False
2018-08-19,38,False
2018-08-26,23,False
2018-09-02,48,False
2018-09-09,19,False
2018-09-16,19,False
2018-09-23,38,False
2018-09-30,19,False
2018-10-07,13,False
2018-10-14,65,False
2018-10-21,20,False
2018-10-28,51,False
2018-11-04,19,False
2018-11-11,33,False
2018-11-18,13,False
2018-11-25,44,False
2018-12-02,27,False
2018-12-09,55,False
2018-12-16,38,False
2018-12-23,86,False
2018-12-30,39,False
2019-01-06,35,False
2019-01-13,41,False
2019-01-20,23,False
2019-01-27,22,False
2019-02-03,23,False
2019-02-10,40,False
2019-02-17,23,False
2019-02-24,35,False
2019-03-03,18,False
2019-03-10,29,False
2019-03-17,54,False
2019-03-24,12,False
2019-03-31,23,False
2019-04-07,70,False
2019-04-14,37,False
2019-04-21,42,False
2019-04-28,23,False
2019-05-05,45,False
2019-05-12,22,False
2019-05-19,34,False
2019-05-26,21,False
2019-06-02,24,False
2019-06-09,12,False
2019-06-16,47,False
2019-06-23,29,False
2019-06-30,42,False
2019-07-07,49,False
2019-07-14,29,False
2019-07-21,24,False
2019-07-28,51,False
2019-08-04,29,False
2019-08-11,100,False
2019-08-18,11,False
2019-08-25,53,False
2019-09-01,58,False
2019-09-08,45,False
2019-09-15,28,False
2019-09-22,27,False
2019-09-29,27,False
2019-10-06,45,False
2019-10-13,28,False
2019-10-20,59,False
2019-10-27,27,False
2019-11-03,10,False
2019-11-10,43,False
2019-11-17,21,False
2019-11-24,21,False
2019-12-01,16,False
2019-12-08,33,False
2019-12-15,51,False
2019-12-22,45,False
2019-12-29,43,False
2020-01-05,42,False
2020-01-12,20,False
2020-01-19,15,False
2020-01-26,30,False
2020-02-02,34,False
2020-02-09,26,False
2020-02-16,21,False
2020-02-23,19,False
2020-03-01,9,False
2020-03-08,9,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,9,False
2020-04-05,9,False
2020-04-12,13,False
2020-04-19,0,False
2020-04-26,15,True
