date,villa ristorante,isPartial
2018-01-07,43,False
2018-01-14,54,False
2018-01-21,0,False
2018-01-28,64,False
2018-02-04,0,False
2018-02-11,20,False
2018-02-18,20,False
2018-02-25,21,False
2018-03-04,21,False
2018-03-11,21,False
2018-03-18,21,False
2018-03-25,0,False
2018-04-01,24,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,23,False
2018-04-29,46,False
2018-05-06,22,False
2018-05-13,22,False
2018-05-20,22,False
2018-05-27,93,False
2018-06-03,34,False
2018-06-10,84,False
2018-06-17,21,False
2018-06-24,42,False
2018-07-01,33,False
2018-07-08,41,False
2018-07-15,21,False
2018-07-22,20,False
2018-07-29,57,False
2018-08-05,73,False
2018-08-12,76,False
2018-08-19,38,False
2018-08-26,18,False
2018-09-02,32,False
2018-09-09,0,False
2018-09-16,23,False
2018-09-23,22,False
2018-09-30,21,False
2018-10-07,23,False
2018-10-14,0,False
2018-10-21,22,False
2018-10-28,22,False
2018-11-04,0,False
2018-11-11,23,False
2018-11-18,23,False
2018-11-25,0,False
2018-12-02,48,False
2018-12-09,23,False
2018-12-16,48,False
2018-12-23,25,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,21,False
2019-02-03,32,False
2019-02-10,32,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,23,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,22,False
2019-03-31,56,False
2019-04-07,22,False
2019-04-14,47,False
2019-04-21,0,False
2019-04-28,56,False
2019-05-05,44,False
2019-05-12,22,False
2019-05-19,22,False
2019-05-26,42,False
2019-06-02,23,False
2019-06-09,59,False
2019-06-16,46,False
2019-06-23,44,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,63,False
2019-07-21,54,False
2019-07-28,20,False
2019-08-04,56,False
2019-08-11,100,False
2019-08-18,62,False
2019-08-25,35,False
2019-09-01,39,False
2019-09-08,56,False
2019-09-15,56,False
2019-09-22,23,False
2019-09-29,0,False
2019-10-06,45,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,22,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,23,False
2019-12-08,46,False
2019-12-15,34,False
2019-12-22,23,False
2019-12-29,22,False
2020-01-05,0,False
2020-01-12,20,False
2020-01-19,42,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,21,False
2020-02-16,0,False
2020-02-23,19,False
2020-03-01,19,False
2020-03-08,26,False
2020-03-15,17,False
2020-03-22,15,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,24,False
2020-04-26,0,True
