date,sposa,isPartial
2018-01-07,26,False
2018-01-14,13,False
2018-01-21,37,False
2018-01-28,37,False
2018-02-04,12,False
2018-02-11,0,False
2018-02-18,34,False
2018-02-25,11,False
2018-03-04,59,False
2018-03-11,37,False
2018-03-18,35,False
2018-03-25,26,False
2018-04-01,0,False
2018-04-08,25,False
2018-04-15,53,False
2018-04-22,13,False
2018-04-29,39,False
2018-05-06,50,False
2018-05-13,52,False
2018-05-20,37,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,13,False
2018-06-17,62,False
2018-06-24,26,False
2018-07-01,78,False
2018-07-08,50,False
2018-07-15,0,False
2018-07-22,12,False
2018-07-29,0,False
2018-08-05,23,False
2018-08-12,19,False
2018-08-19,73,False
2018-08-26,100,False
2018-09-02,35,False
2018-09-09,38,False
2018-09-16,24,False
2018-09-23,51,False
2018-09-30,25,False
2018-10-07,52,False
2018-10-14,13,False
2018-10-21,51,False
2018-10-28,12,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,27,False
2018-12-09,12,False
2018-12-16,13,False
2018-12-23,14,False
2018-12-30,12,False
2019-01-06,36,False
2019-01-13,0,False
2019-01-20,23,False
2019-01-27,35,False
2019-02-03,35,False
2019-02-10,57,False
2019-02-17,46,False
2019-02-24,36,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,13,False
2019-03-31,13,False
2019-04-07,38,False
2019-04-14,13,False
2019-04-21,13,False
2019-04-28,61,False
2019-05-05,49,False
2019-05-12,12,False
2019-05-19,50,False
2019-05-26,0,False
2019-06-02,52,False
2019-06-09,13,False
2019-06-16,40,False
2019-06-23,27,False
2019-06-30,54,False
2019-07-07,49,False
2019-07-14,13,False
2019-07-21,39,False
2019-07-28,25,False
2019-08-04,61,False
2019-08-11,23,False
2019-08-18,32,False
2019-08-25,42,False
2019-09-01,34,False
2019-09-08,24,False
2019-09-15,23,False
2019-09-22,35,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,0,False
2019-10-20,59,False
2019-10-27,35,False
2019-11-03,42,False
2019-11-10,11,False
2019-11-17,11,False
2019-11-24,0,False
2019-12-01,11,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,12,False
2019-12-29,12,False
2020-01-05,22,False
2020-01-12,53,False
2020-01-19,32,False
2020-01-26,52,False
2020-02-02,40,False
2020-02-09,42,False
2020-02-16,43,False
2020-02-23,31,False
2020-03-01,20,False
2020-03-08,9,False
2020-03-15,26,False
2020-03-22,0,False
2020-03-29,8,False
2020-04-05,18,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,0,True
