date,sposa,isPartial
2018-01-07,80,False
2018-01-14,0,False
2018-01-21,79,False
2018-01-28,27,False
2018-02-04,26,False
2018-02-11,46,False
2018-02-18,23,False
2018-02-25,72,False
2018-03-04,48,False
2018-03-11,50,False
2018-03-18,53,False
2018-03-25,25,False
2018-04-01,0,False
2018-04-08,28,False
2018-04-15,63,False
2018-04-22,0,False
2018-04-29,45,False
2018-05-06,0,False
2018-05-13,48,False
2018-05-20,29,False
2018-05-27,30,False
2018-06-03,47,False
2018-06-10,59,False
2018-06-17,0,False
2018-06-24,29,False
2018-07-01,27,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,36,False
2018-07-29,0,False
2018-08-05,19,False
2018-08-12,35,False
2018-08-19,20,False
2018-08-26,100,False
2018-09-02,0,False
2018-09-09,29,False
2018-09-16,59,False
2018-09-23,0,False
2018-09-30,31,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,43,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,45,False
2018-11-25,29,False
2018-12-02,28,False
2018-12-09,28,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,27,False
2019-01-13,25,False
2019-01-20,24,False
2019-01-27,47,False
2019-02-03,48,False
2019-02-10,35,False
2019-02-17,35,False
2019-02-24,47,False
2019-03-03,46,False
2019-03-10,47,False
2019-03-17,26,False
2019-03-24,27,False
2019-03-31,27,False
2019-04-07,0,False
2019-04-14,54,False
2019-04-21,0,False
2019-04-28,42,False
2019-05-05,58,False
2019-05-12,58,False
2019-05-19,43,False
2019-05-26,28,False
2019-06-02,28,False
2019-06-09,56,False
2019-06-16,28,False
2019-06-23,27,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,34,False
2019-07-21,44,False
2019-07-28,32,False
2019-08-04,28,False
2019-08-11,0,False
2019-08-18,34,False
2019-08-25,21,False
2019-09-01,48,False
2019-09-08,0,False
2019-09-15,26,False
2019-09-22,40,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,26,False
2019-10-27,37,False
2019-11-03,0,False
2019-11-10,26,False
2019-11-17,25,False
2019-11-24,36,False
2019-12-01,37,False
2019-12-08,49,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,30,False
2020-01-05,42,False
2020-01-12,21,False
2020-01-19,21,False
2020-01-26,20,False
2020-02-02,39,False
2020-02-09,0,False
2020-02-16,77,False
2020-02-23,33,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,0,True
