date,Punto Croce,isPartial
2018-01-07,49,False
2018-01-14,39,False
2018-01-21,80,False
2018-01-28,90,False
2018-02-04,69,False
2018-02-11,81,False
2018-02-18,76,False
2018-02-25,37,False
2018-03-04,30,False
2018-03-11,87,False
2018-03-18,58,False
2018-03-25,21,False
2018-04-01,21,False
2018-04-08,51,False
2018-04-15,53,False
2018-04-22,44,False
2018-04-29,59,False
2018-05-06,60,False
2018-05-13,53,False
2018-05-20,62,False
2018-05-27,20,False
2018-06-03,49,False
2018-06-10,37,False
2018-06-17,40,False
2018-06-24,62,False
2018-07-01,41,False
2018-07-08,0,False
2018-07-15,20,False
2018-07-22,0,False
2018-07-29,60,False
2018-08-05,67,False
2018-08-12,17,False
2018-08-19,66,False
2018-08-26,57,False
2018-09-02,100,False
2018-09-09,42,False
2018-09-16,51,False
2018-09-23,31,False
2018-09-30,89,False
2018-10-07,75,False
2018-10-14,55,False
2018-10-21,98,False
2018-10-28,75,False
2018-11-04,94,False
2018-11-11,33,False
2018-11-18,42,False
2018-11-25,53,False
2018-12-02,23,False
2018-12-09,33,False
2018-12-16,57,False
2018-12-23,49,False
2018-12-30,21,False
2019-01-06,41,False
2019-01-13,42,False
2019-01-20,39,False
2019-01-27,41,False
2019-02-03,40,False
2019-02-10,61,False
2019-02-17,41,False
2019-02-24,63,False
2019-03-03,55,False
2019-03-10,22,False
2019-03-17,56,False
2019-03-24,55,False
2019-03-31,33,False
2019-04-07,44,False
2019-04-14,69,False
2019-04-21,45,False
2019-04-28,42,False
2019-05-05,85,False
2019-05-12,41,False
2019-05-19,32,False
2019-05-26,39,False
2019-06-02,44,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,54,False
2019-06-30,33,False
2019-07-07,20,False
2019-07-14,41,False
2019-07-21,42,False
2019-07-28,41,False
2019-08-04,60,False
2019-08-11,19,False
2019-08-18,34,False
2019-08-25,43,False
2019-09-01,65,False
2019-09-08,60,False
2019-09-15,57,False
2019-09-22,57,False
2019-09-29,38,False
2019-10-06,38,False
2019-10-13,20,False
2019-10-20,38,False
2019-10-27,28,False
2019-11-03,35,False
2019-11-10,27,False
2019-11-17,37,False
2019-11-24,27,False
2019-12-01,18,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,41,False
2019-12-29,29,False
2020-01-05,45,False
2020-01-12,34,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,25,False
2020-02-09,52,False
2020-02-16,52,False
2020-02-23,33,False
2020-03-01,48,False
2020-03-08,0,False
2020-03-15,53,False
2020-03-22,14,False
2020-03-29,45,False
2020-04-05,40,False
2020-04-12,16,False
2020-04-19,45,False
2020-04-26,27,True
