date,Punto Croce,isPartial
2018-01-07,42,False
2018-01-14,32,False
2018-01-21,64,False
2018-01-28,42,False
2018-02-04,39,False
2018-02-11,20,False
2018-02-18,19,False
2018-02-25,27,False
2018-03-04,20,False
2018-03-11,30,False
2018-03-18,39,False
2018-03-25,21,False
2018-04-01,43,False
2018-04-08,53,False
2018-04-15,41,False
2018-04-22,22,False
2018-04-29,21,False
2018-05-06,20,False
2018-05-13,31,False
2018-05-20,20,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,20,False
2018-06-17,40,False
2018-06-24,40,False
2018-07-01,31,False
2018-07-08,20,False
2018-07-15,41,False
2018-07-22,20,False
2018-07-29,19,False
2018-08-05,18,False
2018-08-12,0,False
2018-08-19,35,False
2018-08-26,28,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,20,False
2018-09-30,100,False
2018-10-07,44,False
2018-10-14,62,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,50,False
2018-11-11,63,False
2018-11-18,20,False
2018-11-25,41,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,21,False
2018-12-30,19,False
2019-01-06,56,False
2019-01-13,29,False
2019-01-20,18,False
2019-01-27,29,False
2019-02-03,76,False
2019-02-10,0,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,21,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,40,False
2019-03-31,21,False
2019-04-07,39,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,99,False
2019-05-05,40,False
2019-05-12,19,False
2019-05-19,20,False
2019-05-26,37,False
2019-06-02,20,False
2019-06-09,21,False
2019-06-16,21,False
2019-06-23,42,False
2019-06-30,42,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,38,False
2019-08-11,27,False
2019-08-18,17,False
2019-08-25,17,False
2019-09-01,18,False
2019-09-08,38,False
2019-09-15,28,False
2019-09-22,28,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,19,False
2019-10-20,37,False
2019-10-27,18,False
2019-11-03,17,False
2019-11-10,46,False
2019-11-17,37,False
2019-11-24,0,False
2019-12-01,19,False
2019-12-08,39,False
2019-12-15,28,False
2019-12-22,19,False
2019-12-29,53,False
2020-01-05,36,False
2020-01-12,52,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,16,False
2020-02-09,69,False
2020-02-16,26,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,30,False
2020-03-15,56,False
2020-03-22,26,False
2020-03-29,27,False
2020-04-05,15,False
2020-04-12,29,False
2020-04-19,27,False
2020-04-26,74,True
