date,Punto Croce,isPartial
2018-01-07,47,False
2018-01-14,24,False
2018-01-21,70,False
2018-01-28,45,False
2018-02-04,23,False
2018-02-11,59,False
2018-02-18,56,False
2018-02-25,33,False
2018-03-04,22,False
2018-03-11,33,False
2018-03-18,35,False
2018-03-25,0,False
2018-04-01,50,False
2018-04-08,23,False
2018-04-15,24,False
2018-04-22,24,False
2018-04-29,46,False
2018-05-06,23,False
2018-05-13,56,False
2018-05-20,23,False
2018-05-27,47,False
2018-06-03,23,False
2018-06-10,44,False
2018-06-17,46,False
2018-06-24,46,False
2018-07-01,66,False
2018-07-08,45,False
2018-07-15,69,False
2018-07-22,46,False
2018-07-29,0,False
2018-08-05,47,False
2018-08-12,0,False
2018-08-19,48,False
2018-08-26,45,False
2018-09-02,56,False
2018-09-09,23,False
2018-09-16,23,False
2018-09-23,46,False
2018-09-30,46,False
2018-10-07,35,False
2018-10-14,47,False
2018-10-21,47,False
2018-10-28,67,False
2018-11-04,45,False
2018-11-11,59,False
2018-11-18,79,False
2018-11-25,69,False
2018-12-02,24,False
2018-12-09,23,False
2018-12-16,44,False
2018-12-23,25,False
2018-12-30,24,False
2019-01-06,23,False
2019-01-13,30,False
2019-01-20,39,False
2019-01-27,68,False
2019-02-03,100,False
2019-02-10,40,False
2019-02-17,41,False
2019-02-24,81,False
2019-03-03,41,False
2019-03-10,20,False
2019-03-17,30,False
2019-03-24,41,False
2019-03-31,20,False
2019-04-07,40,False
2019-04-14,32,False
2019-04-21,43,False
2019-04-28,59,False
2019-05-05,19,False
2019-05-12,39,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,30,False
2019-06-09,53,False
2019-06-16,21,False
2019-06-23,20,False
2019-06-30,21,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,0,False
2019-07-28,44,False
2019-08-04,23,False
2019-08-11,24,False
2019-08-18,44,False
2019-08-25,42,False
2019-09-01,48,False
2019-09-08,49,False
2019-09-15,58,False
2019-09-22,28,False
2019-09-29,27,False
2019-10-06,29,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,47,False
2019-11-03,36,False
2019-11-10,37,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,19,False
2019-12-08,29,False
2019-12-15,19,False
2019-12-22,77,False
2019-12-29,23,False
2020-01-05,40,False
2020-01-12,0,False
2020-01-19,46,False
2020-01-26,53,False
2020-02-02,35,False
2020-02-09,27,False
2020-02-16,71,False
2020-02-23,42,False
2020-03-01,33,False
2020-03-08,31,False
2020-03-15,24,False
2020-03-22,59,False
2020-03-29,32,False
2020-04-05,33,False
2020-04-12,41,False
2020-04-19,16,False
2020-04-26,40,True
