date,Punto Croce,isPartial
2018-01-07,24,False
2018-01-14,48,False
2018-01-21,47,False
2018-01-28,35,False
2018-02-04,93,False
2018-02-11,46,False
2018-02-18,22,False
2018-02-25,22,False
2018-03-04,23,False
2018-03-11,35,False
2018-03-18,0,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,26,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,26,False
2018-05-06,38,False
2018-05-13,50,False
2018-05-20,25,False
2018-05-27,24,False
2018-06-03,38,False
2018-06-10,25,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,23,False
2018-07-08,0,False
2018-07-15,44,False
2018-07-22,33,False
2018-07-29,43,False
2018-08-05,50,False
2018-08-12,0,False
2018-08-19,39,False
2018-08-26,32,False
2018-09-02,23,False
2018-09-09,49,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,48,False
2018-10-07,51,False
2018-10-14,52,False
2018-10-21,25,False
2018-10-28,100,False
2018-11-04,52,False
2018-11-11,27,False
2018-11-18,26,False
2018-11-25,39,False
2018-12-02,26,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,20,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,32,False
2019-02-03,0,False
2019-02-10,44,False
2019-02-17,22,False
2019-02-24,0,False
2019-03-03,34,False
2019-03-10,0,False
2019-03-17,48,False
2019-03-24,25,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,49,False
2019-04-21,51,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,47,False
2019-05-26,22,False
2019-06-02,24,False
2019-06-09,47,False
2019-06-16,22,False
2019-06-23,24,False
2019-06-30,45,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,19,False
2019-07-28,28,False
2019-08-04,18,False
2019-08-11,17,False
2019-08-18,24,False
2019-08-25,18,False
2019-09-01,19,False
2019-09-08,43,False
2019-09-15,0,False
2019-09-22,42,False
2019-09-29,21,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,44,False
2019-11-03,66,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,22,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,17,False
2020-01-05,27,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,19,False
2020-02-02,28,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,26,False
2020-03-01,27,False
2020-03-08,55,False
2020-03-15,19,False
2020-03-22,71,False
2020-03-29,18,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,47,False
2020-04-26,64,True
