date,Punto Croce,isPartial
2018-01-07,63,False
2018-01-14,51,False
2018-01-21,62,False
2018-01-28,54,False
2018-02-04,59,False
2018-02-11,54,False
2018-02-18,100,False
2018-02-25,60,False
2018-03-04,57,False
2018-03-11,69,False
2018-03-18,63,False
2018-03-25,44,False
2018-04-01,45,False
2018-04-08,98,False
2018-04-15,47,False
2018-04-22,41,False
2018-04-29,68,False
2018-05-06,47,False
2018-05-13,67,False
2018-05-20,47,False
2018-05-27,28,False
2018-06-03,20,False
2018-06-10,40,False
2018-06-17,23,False
2018-06-24,63,False
2018-07-01,61,False
2018-07-08,49,False
2018-07-15,49,False
2018-07-22,41,False
2018-07-29,30,False
2018-08-05,54,False
2018-08-12,43,False
2018-08-19,52,False
2018-08-26,47,False
2018-09-02,46,False
2018-09-09,86,False
2018-09-16,38,False
2018-09-23,61,False
2018-09-30,61,False
2018-10-07,45,False
2018-10-14,60,False
2018-10-21,59,False
2018-10-28,55,False
2018-11-04,73,False
2018-11-11,72,False
2018-11-18,62,False
2018-11-25,58,False
2018-12-02,21,False
2018-12-09,32,False
2018-12-16,32,False
2018-12-23,38,False
2018-12-30,31,False
2019-01-06,26,False
2019-01-13,38,False
2019-01-20,45,False
2019-01-27,49,False
2019-02-03,45,False
2019-02-10,66,False
2019-02-17,36,False
2019-02-24,46,False
2019-03-03,41,False
2019-03-10,54,False
2019-03-17,37,False
2019-03-24,69,False
2019-03-31,50,False
2019-04-07,57,False
2019-04-14,30,False
2019-04-21,15,False
2019-04-28,24,False
2019-05-05,49,False
2019-05-12,41,False
2019-05-19,28,False
2019-05-26,26,False
2019-06-02,33,False
2019-06-09,26,False
2019-06-16,26,False
2019-06-23,22,False
2019-06-30,29,False
2019-07-07,24,False
2019-07-14,31,False
2019-07-21,18,False
2019-07-28,31,False
2019-08-04,21,False
2019-08-11,21,False
2019-08-18,37,False
2019-08-25,47,False
2019-09-01,52,False
2019-09-08,33,False
2019-09-15,33,False
2019-09-22,53,False
2019-09-29,37,False
2019-10-06,41,False
2019-10-13,55,False
2019-10-20,17,False
2019-10-27,50,False
2019-11-03,39,False
2019-11-10,26,False
2019-11-17,44,False
2019-11-24,36,False
2019-12-01,44,False
2019-12-08,48,False
2019-12-15,27,False
2019-12-22,39,False
2019-12-29,17,False
2020-01-05,49,False
2020-01-12,66,False
2020-01-19,68,False
2020-01-26,38,False
2020-02-02,40,False
2020-02-09,41,False
2020-02-16,41,False
2020-02-23,30,False
2020-03-01,33,False
2020-03-08,47,False
2020-03-15,48,False
2020-03-22,43,False
2020-03-29,64,False
2020-04-05,27,False
2020-04-12,49,False
2020-04-19,41,False
2020-04-26,37,True
