date,Elektriker,isPartial
2018-01-07,32,False
2018-01-14,16,False
2018-01-21,31,False
2018-01-28,47,False
2018-02-04,16,False
2018-02-11,16,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,64,False
2018-03-11,15,False
2018-03-18,31,False
2018-03-25,16,False
2018-04-01,0,False
2018-04-08,49,False
2018-04-15,50,False
2018-04-22,32,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,15,False
2018-05-20,0,False
2018-05-27,17,False
2018-06-03,48,False
2018-06-10,15,False
2018-06-17,15,False
2018-06-24,15,False
2018-07-01,46,False
2018-07-08,31,False
2018-07-15,33,False
2018-07-22,32,False
2018-07-29,34,False
2018-08-05,81,False
2018-08-12,86,False
2018-08-19,16,False
2018-08-26,47,False
2018-09-02,48,False
2018-09-09,16,False
2018-09-16,47,False
2018-09-23,79,False
2018-09-30,0,False
2018-10-07,32,False
2018-10-14,16,False
2018-10-21,48,False
2018-10-28,0,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,30,False
2018-11-25,31,False
2018-12-02,16,False
2018-12-09,47,False
2018-12-16,48,False
2018-12-23,54,False
2018-12-30,16,False
2019-01-06,42,False
2019-01-13,0,False
2019-01-20,28,False
2019-01-27,14,False
2019-02-03,28,False
2019-02-10,43,False
2019-02-17,15,False
2019-02-24,43,False
2019-03-03,29,False
2019-03-10,0,False
2019-03-17,60,False
2019-03-24,0,False
2019-03-31,15,False
2019-04-07,0,False
2019-04-14,32,False
2019-04-21,47,False
2019-04-28,0,False
2019-05-05,42,False
2019-05-12,28,False
2019-05-19,43,False
2019-05-26,15,False
2019-06-02,45,False
2019-06-09,0,False
2019-06-16,31,False
2019-06-23,47,False
2019-06-30,0,False
2019-07-07,59,False
2019-07-14,0,False
2019-07-21,17,False
2019-07-28,63,False
2019-08-04,66,False
2019-08-11,47,False
2019-08-18,15,False
2019-08-25,15,False
2019-09-01,15,False
2019-09-08,45,False
2019-09-15,32,False
2019-09-22,15,False
2019-09-29,15,False
2019-10-06,30,False
2019-10-13,0,False
2019-10-20,91,False
2019-10-27,15,False
2019-11-03,28,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,100,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,90,False
2019-12-22,17,False
2019-12-29,0,False
2020-01-05,14,False
2020-01-12,40,False
2020-01-19,41,False
2020-01-26,27,False
2020-02-02,53,False
2020-02-09,14,False
2020-02-16,29,False
2020-02-23,13,False
2020-03-01,54,False
2020-03-08,38,False
2020-03-15,0,False
2020-03-22,33,False
2020-03-29,0,False
2020-04-05,13,False
2020-04-12,24,False
2020-04-19,47,False
2020-04-26,24,False
2020-05-03,50,False
2020-05-10,60,False
2020-05-17,27,False
2020-05-24,37,False
2020-05-31,25,False
2020-06-07,39,False
2020-06-14,37,False
2020-06-21,13,False
2020-06-28,39,False
2020-07-05,27,False
