date,Elektriker,isPartial
2018-01-07,20,False
2018-01-14,53,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,20,False
2018-02-18,14,False
2018-02-25,14,False
2018-03-04,27,False
2018-03-11,33,False
2018-03-18,34,False
2018-03-25,14,False
2018-04-01,22,False
2018-04-08,15,False
2018-04-15,24,False
2018-04-22,16,False
2018-04-29,61,False
2018-05-06,29,False
2018-05-13,47,False
2018-05-20,14,False
2018-05-27,43,False
2018-06-03,27,False
2018-06-10,33,False
2018-06-17,14,False
2018-06-24,34,False
2018-07-01,0,False
2018-07-08,14,False
2018-07-15,0,False
2018-07-22,14,False
2018-07-29,42,False
2018-08-05,41,False
2018-08-12,21,False
2018-08-19,14,False
2018-08-26,14,False
2018-09-02,27,False
2018-09-09,100,False
2018-09-16,27,False
2018-09-23,42,False
2018-09-30,22,False
2018-10-07,24,False
2018-10-14,34,False
2018-10-21,33,False
2018-10-28,30,False
2018-11-04,50,False
2018-11-11,17,False
2018-11-18,17,False
2018-11-25,33,False
2018-12-02,79,False
2018-12-09,48,False
2018-12-16,18,False
2018-12-23,37,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,31,False
2019-01-20,69,False
2019-01-27,19,False
2019-02-03,31,False
2019-02-10,32,False
2019-02-17,26,False
2019-02-24,13,False
2019-03-03,40,False
2019-03-10,45,False
2019-03-17,26,False
2019-03-24,19,False
2019-03-31,39,False
2019-04-07,39,False
2019-04-14,35,False
2019-04-21,41,False
2019-04-28,39,False
2019-05-05,25,False
2019-05-12,50,False
2019-05-19,37,False
2019-05-26,12,False
2019-06-02,32,False
2019-06-09,20,False
2019-06-16,26,False
2019-06-23,33,False
2019-06-30,19,False
2019-07-07,12,False
2019-07-14,13,False
2019-07-21,41,False
2019-07-28,13,False
2019-08-04,14,False
2019-08-11,47,False
2019-08-18,26,False
2019-08-25,32,False
2019-09-01,19,False
2019-09-08,46,False
2019-09-15,27,False
2019-09-22,20,False
2019-09-29,44,False
2019-10-06,20,False
2019-10-13,14,False
2019-10-20,28,False
2019-10-27,27,False
2019-11-03,20,False
2019-11-10,40,False
2019-11-17,47,False
2019-11-24,27,False
2019-12-01,42,False
2019-12-08,21,False
2019-12-15,36,False
2019-12-22,24,False
2019-12-29,12,False
2020-01-05,37,False
2020-01-12,41,False
2020-01-19,32,False
2020-01-26,43,False
2020-02-02,51,False
2020-02-09,29,False
2020-02-16,46,False
2020-02-23,12,False
2020-03-01,37,False
2020-03-08,30,False
2020-03-15,12,False
2020-03-22,19,False
2020-03-29,30,False
2020-04-05,22,False
2020-04-12,32,False
2020-04-19,15,False
2020-04-26,26,False
2020-05-03,27,False
2020-05-10,44,False
2020-05-17,12,False
2020-05-24,55,False
2020-05-31,11,False
2020-06-07,12,False
2020-06-14,38,False
2020-06-21,36,False
2020-06-28,12,False
2020-07-05,32,False
