date,Elektriker,isPartial
2018-01-07,14,False
2018-01-14,19,False
2018-01-21,12,False
2018-01-28,10,False
2018-02-04,12,False
2018-02-11,17,False
2018-02-18,11,False
2018-02-25,8,False
2018-03-04,11,False
2018-03-11,10,False
2018-03-18,22,False
2018-03-25,11,False
2018-04-01,14,False
2018-04-08,11,False
2018-04-15,10,False
2018-04-22,9,False
2018-04-29,16,False
2018-05-06,16,False
2018-05-13,9,False
2018-05-20,9,False
2018-05-27,18,False
2018-06-03,16,False
2018-06-10,12,False
2018-06-17,10,False
2018-06-24,11,False
2018-07-01,8,False
2018-07-08,11,False
2018-07-15,17,False
2018-07-22,18,False
2018-07-29,15,False
2018-08-05,19,False
2018-08-12,7,False
2018-08-19,16,False
2018-08-26,23,False
2018-09-02,18,False
2018-09-09,19,False
2018-09-16,6,False
2018-09-23,10,False
2018-09-30,17,False
2018-10-07,12,False
2018-10-14,13,False
2018-10-21,12,False
2018-10-28,17,False
2018-11-04,12,False
2018-11-11,10,False
2018-11-18,17,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,10,False
2018-12-16,11,False
2018-12-23,8,False
2018-12-30,13,False
2019-01-06,18,False
2019-01-13,14,False
2019-01-20,24,False
2019-01-27,8,False
2019-02-03,17,False
2019-02-10,14,False
2019-02-17,15,False
2019-02-24,11,False
2019-03-03,7,False
2019-03-10,13,False
2019-03-17,18,False
2019-03-24,10,False
2019-03-31,15,False
2019-04-07,18,False
2019-04-14,11,False
2019-04-21,14,False
2019-04-28,10,False
2019-05-05,13,False
2019-05-12,19,False
2019-05-19,17,False
2019-05-26,14,False
2019-06-02,7,False
2019-06-09,13,False
2019-06-16,13,False
2019-06-23,20,False
2019-06-30,18,False
2019-07-07,15,False
2019-07-14,19,False
2019-07-21,21,False
2019-07-28,8,False
2019-08-04,15,False
2019-08-11,18,False
2019-08-18,14,False
2019-08-25,16,False
2019-09-01,10,False
2019-09-08,16,False
2019-09-15,14,False
2019-09-22,20,False
2019-09-29,12,False
2019-10-06,15,False
2019-10-13,13,False
2019-10-20,10,False
2019-10-27,20,False
2019-11-03,9,False
2019-11-10,16,False
2019-11-17,42,False
2019-11-24,100,False
2019-12-01,77,False
2019-12-08,30,False
2019-12-15,54,False
2019-12-22,18,False
2019-12-29,10,False
2020-01-05,11,False
2020-01-12,45,False
2020-01-19,56,False
2020-01-26,38,False
2020-02-02,71,False
2020-02-09,67,False
2020-02-16,80,False
2020-02-23,74,False
2020-03-01,61,False
2020-03-08,83,False
2020-03-15,88,False
2020-03-22,80,False
2020-03-29,75,False
2020-04-05,76,False
2020-04-12,36,False
2020-04-19,93,False
2020-04-26,85,False
2020-05-03,88,False
2020-05-10,80,False
2020-05-17,53,False
2020-05-24,55,False
2020-05-31,64,False
2020-06-07,15,False
2020-06-14,11,False
2020-06-21,16,False
2020-06-28,15,False
2020-07-05,22,False
