date,Elektriker,isPartial
2018-01-07,0,False
2018-01-14,41,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,20,False
2018-02-18,40,False
2018-02-25,0,False
2018-03-04,63,False
2018-03-11,32,False
2018-03-18,0,False
2018-03-25,46,False
2018-04-01,49,False
2018-04-08,26,False
2018-04-15,54,False
2018-04-22,40,False
2018-04-29,41,False
2018-05-06,28,False
2018-05-13,79,False
2018-05-20,0,False
2018-05-27,40,False
2018-06-03,26,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,36,False
2018-07-01,35,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,48,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,0,False
2018-08-19,24,False
2018-08-26,71,False
2018-09-02,38,False
2018-09-09,52,False
2018-09-16,64,False
2018-09-23,38,False
2018-09-30,25,False
2018-10-07,26,False
2018-10-14,40,False
2018-10-21,27,False
2018-10-28,0,False
2018-11-04,26,False
2018-11-11,80,False
2018-11-18,38,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,48,False
2018-12-16,25,False
2018-12-23,34,False
2018-12-30,0,False
2019-01-06,20,False
2019-01-13,21,False
2019-01-20,0,False
2019-01-27,40,False
2019-02-03,81,False
2019-02-10,0,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,19,False
2019-03-10,58,False
2019-03-17,22,False
2019-03-24,22,False
2019-03-31,24,False
2019-04-07,0,False
2019-04-14,74,False
2019-04-21,25,False
2019-04-28,25,False
2019-05-05,36,False
2019-05-12,0,False
2019-05-19,36,False
2019-05-26,24,False
2019-06-02,36,False
2019-06-09,23,False
2019-06-16,23,False
2019-06-23,24,False
2019-06-30,46,False
2019-07-07,22,False
2019-07-14,46,False
2019-07-21,33,False
2019-07-28,0,False
2019-08-04,43,False
2019-08-11,0,False
2019-08-18,21,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,53,False
2019-09-15,22,False
2019-09-22,44,False
2019-09-29,70,False
2019-10-06,100,False
2019-10-13,83,False
2019-10-20,41,False
2019-10-27,41,False
2019-11-03,60,False
2019-11-10,40,False
2019-11-17,60,False
2019-11-24,20,False
2019-12-01,20,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,18,False
2019-12-29,16,False
2020-01-05,49,False
2020-01-12,24,False
2020-01-19,25,False
2020-01-26,24,False
2020-02-02,15,False
2020-02-09,39,False
2020-02-16,31,False
2020-02-23,43,False
2020-03-01,15,False
2020-03-08,15,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,29,False
2020-04-12,55,False
2020-04-19,0,False
2020-04-26,18,False
2020-05-03,28,False
2020-05-10,18,False
2020-05-17,0,False
2020-05-24,57,False
2020-05-31,38,False
2020-06-07,18,False
2020-06-14,17,False
2020-06-21,18,False
2020-06-28,44,False
2020-07-05,18,False
