date,Wände verputzen,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,68,False
2018-02-04,35,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,35,False
2018-03-11,34,False
2018-03-18,0,False
2018-03-25,37,False
2018-04-01,0,False
2018-04-08,54,False
2018-04-15,0,False
2018-04-22,70,False
2018-04-29,92,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,39,False
2018-05-27,38,False
2018-06-03,36,False
2018-06-10,35,False
2018-06-17,0,False
2018-06-24,35,False
2018-07-01,52,False
2018-07-08,70,False
2018-07-15,35,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,58,False
2018-08-19,39,False
2018-08-26,0,False
2018-09-02,85,False
2018-09-09,36,False
2018-09-16,35,False
2018-09-23,36,False
2018-09-30,72,False
2018-10-07,35,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,35,False
2018-11-04,33,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,0,False
2018-12-23,80,False
2018-12-30,36,False
2019-01-06,96,False
2019-01-13,32,False
2019-01-20,42,False
2019-01-27,32,False
2019-02-03,48,False
2019-02-10,65,False
2019-02-17,0,False
2019-02-24,33,False
2019-03-03,33,False
2019-03-10,48,False
2019-03-17,100,False
2019-03-24,33,False
2019-03-31,0,False
2019-04-07,32,False
2019-04-14,0,False
2019-04-21,52,False
2019-04-28,33,False
2019-05-05,32,False
2019-05-12,33,False
2019-05-19,48,False
2019-05-26,66,False
2019-06-02,0,False
2019-06-09,69,False
2019-06-16,69,False
2019-06-23,33,False
2019-06-30,32,False
2019-07-07,63,False
2019-07-14,33,False
2019-07-21,35,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,35,False
2019-08-18,36,False
2019-08-25,91,False
2019-09-01,34,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,32,False
2019-09-29,32,False
2019-10-06,0,False
2019-10-13,94,False
2019-10-20,0,False
2019-10-27,31,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,30,False
2019-11-24,30,False
2019-12-01,0,False
2019-12-08,30,False
2019-12-15,31,False
2019-12-22,35,False
2019-12-29,0,False
2020-01-05,30,False
2020-01-12,0,False
2020-01-19,29,False
2020-01-26,43,False
2020-02-02,29,False
2020-02-09,29,False
2020-02-16,90,False
2020-02-23,29,False
2020-03-01,38,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,39,False
2020-04-05,43,False
2020-04-12,41,False
2020-04-19,26,False
2020-04-26,50,False
2020-05-03,26,False
2020-05-10,52,False
