date,Schlüssel verloren,isPartial
2018-01-07,56,False
2018-01-14,28,False
2018-01-21,42,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,43,False
2018-02-18,29,False
2018-02-25,28,False
2018-03-04,28,False
2018-03-11,28,False
2018-03-18,58,False
2018-03-25,31,False
2018-04-01,63,False
2018-04-08,60,False
2018-04-15,31,False
2018-04-22,90,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,59,False
2018-05-20,40,False
2018-05-27,61,False
2018-06-03,75,False
2018-06-10,73,False
2018-06-17,60,False
2018-06-24,52,False
2018-07-01,31,False
2018-07-08,31,False
2018-07-15,63,False
2018-07-22,31,False
2018-07-29,46,False
2018-08-05,30,False
2018-08-12,31,False
2018-08-19,89,False
2018-08-26,87,False
2018-09-02,43,False
2018-09-09,57,False
2018-09-16,29,False
2018-09-23,0,False
2018-09-30,62,False
2018-10-07,59,False
2018-10-14,0,False
2018-10-21,85,False
2018-10-28,0,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,60,False
2018-12-02,59,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,38,False
2019-01-20,37,False
2019-01-27,28,False
2019-02-03,42,False
2019-02-10,57,False
2019-02-17,57,False
2019-02-24,58,False
2019-03-03,0,False
2019-03-10,56,False
2019-03-17,88,False
2019-03-24,100,False
2019-03-31,28,False
2019-04-07,57,False
2019-04-14,31,False
2019-04-21,90,False
2019-04-28,29,False
2019-05-05,27,False
2019-05-12,28,False
2019-05-19,42,False
2019-05-26,44,False
2019-06-02,56,False
2019-06-09,29,False
2019-06-16,45,False
2019-06-23,89,False
2019-06-30,89,False
2019-07-07,39,False
2019-07-14,51,False
2019-07-21,62,False
2019-07-28,31,False
2019-08-04,60,False
2019-08-11,70,False
2019-08-18,29,False
2019-08-25,28,False
2019-09-01,37,False
2019-09-08,56,False
2019-09-15,48,False
2019-09-22,28,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,27,False
2019-10-20,54,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,40,False
2019-11-17,53,False
2019-11-24,39,False
2019-12-01,45,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,45,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,26,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,37,False
2020-02-16,26,False
2020-02-23,50,False
2020-03-01,37,False
2020-03-08,47,False
2020-03-15,23,False
2020-03-22,24,False
2020-03-29,71,False
2020-04-05,26,False
2020-04-12,49,False
2020-04-19,24,False
2020-04-26,36,False
2020-05-03,35,False
2020-05-10,32,False
