date,Schlüssel verloren,isPartial
2018-01-07,46,False
2018-01-14,47,False
2018-01-21,0,False
2018-01-28,45,False
2018-02-04,70,False
2018-02-11,47,False
2018-02-18,0,False
2018-02-25,46,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,47,False
2018-03-25,49,False
2018-04-01,100,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,46,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,46,False
2018-05-27,0,False
2018-06-03,47,False
2018-06-10,0,False
2018-06-17,45,False
2018-06-24,46,False
2018-07-01,71,False
2018-07-08,48,False
2018-07-15,50,False
2018-07-22,49,False
2018-07-29,0,False
2018-08-05,68,False
2018-08-12,44,False
2018-08-19,44,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,46,False
2018-09-16,0,False
2018-09-23,47,False
2018-09-30,47,False
2018-10-07,0,False
2018-10-14,47,False
2018-10-21,0,False
2018-10-28,44,False
2018-11-04,87,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,44,False
2018-12-02,89,False
2018-12-09,0,False
2018-12-16,45,False
2018-12-23,0,False
2018-12-30,46,False
2019-01-06,0,False
2019-01-13,84,False
2019-01-20,0,False
2019-01-27,85,False
2019-02-03,43,False
2019-02-10,0,False
2019-02-17,45,False
2019-02-24,45,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,45,False
2019-03-24,44,False
2019-03-31,0,False
2019-04-07,44,False
2019-04-14,47,False
2019-04-21,47,False
2019-04-28,42,False
2019-05-05,43,False
2019-05-12,0,False
2019-05-19,64,False
2019-05-26,0,False
2019-06-02,43,False
2019-06-09,87,False
2019-06-16,43,False
2019-06-23,45,False
2019-06-30,43,False
2019-07-07,44,False
2019-07-14,47,False
2019-07-21,49,False
2019-07-28,46,False
2019-08-04,92,False
2019-08-11,45,False
2019-08-18,45,False
2019-08-25,43,False
2019-09-01,56,False
2019-09-08,0,False
2019-09-15,43,False
2019-09-22,43,False
2019-09-29,42,False
2019-10-06,85,False
2019-10-13,0,False
2019-10-20,65,False
2019-10-27,41,False
2019-11-03,40,False
2019-11-10,41,False
2019-11-17,40,False
2019-11-24,40,False
2019-12-01,62,False
2019-12-08,0,False
2019-12-15,40,False
2019-12-22,46,False
2019-12-29,43,False
2020-01-05,38,False
2020-01-12,37,False
2020-01-19,39,False
2020-01-26,38,False
2020-02-02,38,False
2020-02-09,40,False
2020-02-16,39,False
2020-02-23,37,False
2020-03-01,38,False
2020-03-08,35,False
2020-03-15,35,False
2020-03-22,34,False
2020-03-29,34,False
2020-04-05,0,False
2020-04-12,36,False
2020-04-19,0,False
2020-04-26,69,False
2020-05-03,35,False
2020-05-10,35,False
