date,bauen,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,45,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,45,False
2018-03-04,48,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,48,False
2018-04-01,53,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,52,False
2018-04-29,48,False
2018-05-06,54,False
2018-05-13,97,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,50,False
2018-06-10,0,False
2018-06-17,49,False
2018-06-24,53,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,53,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,51,False
2018-08-12,45,False
2018-08-19,44,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,50,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,46,False
2018-11-11,0,False
2018-11-18,89,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,53,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,43,False
2019-01-27,0,False
2019-02-03,43,False
2019-02-10,0,False
2019-02-17,47,False
2019-02-24,0,False
2019-03-03,42,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,47,False
2019-04-14,51,False
2019-04-21,45,False
2019-04-28,87,False
2019-05-05,0,False
2019-05-12,46,False
2019-05-19,0,False
2019-05-26,48,False
2019-06-02,48,False
2019-06-09,45,False
2019-06-16,69,False
2019-06-23,0,False
2019-06-30,96,False
2019-07-07,51,False
2019-07-14,0,False
2019-07-21,57,False
2019-07-28,59,False
2019-08-04,49,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,95,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,45,False
2019-09-29,0,False
2019-10-06,48,False
2019-10-13,100,False
2019-10-20,0,False
2019-10-27,45,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,43,False
2019-11-24,43,False
2019-12-01,67,False
2019-12-08,0,False
2019-12-15,42,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,39,False
2020-01-19,39,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,36,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,31,False
2020-03-29,31,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,68,False
2020-04-26,62,False
2020-05-03,67,False
2020-05-10,37,False
2020-05-17,0,False
2020-05-24,0,False
2020-05-31,35,False
2020-06-07,51,False
2020-06-14,35,False
2020-06-21,38,False
2020-06-28,37,False
2020-07-05,0,False
