date,bauen,isPartial
2018-01-07,0,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,22,False
2018-02-11,35,False
2018-02-18,21,False
2018-02-25,0,False
2018-03-04,22,False
2018-03-11,43,False
2018-03-18,21,False
2018-03-25,44,False
2018-04-01,72,False
2018-04-08,23,False
2018-04-15,23,False
2018-04-22,44,False
2018-04-29,22,False
2018-05-06,45,False
2018-05-13,22,False
2018-05-20,45,False
2018-05-27,23,False
2018-06-03,22,False
2018-06-10,0,False
2018-06-17,23,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,0,False
2018-07-15,74,False
2018-07-22,0,False
2018-07-29,29,False
2018-08-05,40,False
2018-08-12,0,False
2018-08-19,23,False
2018-08-26,0,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,44,False
2018-09-23,0,False
2018-09-30,22,False
2018-10-07,22,False
2018-10-14,72,False
2018-10-21,24,False
2018-10-28,43,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,66,False
2018-12-16,0,False
2018-12-23,54,False
2018-12-30,25,False
2019-01-06,45,False
2019-01-13,22,False
2019-01-20,33,False
2019-01-27,45,False
2019-02-03,33,False
2019-02-10,22,False
2019-02-17,45,False
2019-02-24,0,False
2019-03-03,44,False
2019-03-10,22,False
2019-03-17,44,False
2019-03-24,22,False
2019-03-31,0,False
2019-04-07,22,False
2019-04-14,50,False
2019-04-21,25,False
2019-04-28,32,False
2019-05-05,31,False
2019-05-12,0,False
2019-05-19,22,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,21,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,23,False
2019-07-07,0,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,82,False
2019-08-04,40,False
2019-08-11,25,False
2019-08-18,46,False
2019-08-25,46,False
2019-09-01,43,False
2019-09-08,22,False
2019-09-15,21,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,42,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,32,False
2019-11-03,30,False
2019-11-10,20,False
2019-11-17,50,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,30,False
2019-12-15,41,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,100,False
2020-01-12,38,False
2020-01-19,20,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,20,False
2020-02-23,29,False
2020-03-01,0,False
2020-03-08,53,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,33,False
2020-04-05,53,False
2020-04-12,43,False
2020-04-19,32,False
2020-04-26,30,False
2020-05-03,25,False
2020-05-10,43,False
2020-05-17,26,False
2020-05-24,18,False
2020-05-31,51,False
2020-06-07,0,False
2020-06-14,62,False
2020-06-21,19,False
2020-06-28,0,False
2020-07-05,20,False
