date,bauen,isPartial
2018-01-07,75,False
2018-01-14,19,False
2018-01-21,37,False
2018-01-28,19,False
2018-02-04,18,False
2018-02-11,17,False
2018-02-18,0,False
2018-02-25,52,False
2018-03-04,38,False
2018-03-11,37,False
2018-03-18,20,False
2018-03-25,29,False
2018-04-01,20,False
2018-04-08,41,False
2018-04-15,23,False
2018-04-22,46,False
2018-04-29,0,False
2018-05-06,24,False
2018-05-13,23,False
2018-05-20,0,False
2018-05-27,48,False
2018-06-03,22,False
2018-06-10,21,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,22,False
2018-07-08,0,False
2018-07-15,22,False
2018-07-22,21,False
2018-07-29,22,False
2018-08-05,20,False
2018-08-12,0,False
2018-08-19,41,False
2018-08-26,20,False
2018-09-02,21,False
2018-09-09,0,False
2018-09-16,22,False
2018-09-23,22,False
2018-09-30,0,False
2018-10-07,22,False
2018-10-14,0,False
2018-10-21,45,False
2018-10-28,22,False
2018-11-04,33,False
2018-11-11,23,False
2018-11-18,22,False
2018-11-25,45,False
2018-12-02,22,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,19,False
2018-12-30,17,False
2019-01-06,19,False
2019-01-13,18,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,37,False
2019-02-17,35,False
2019-02-24,27,False
2019-03-03,36,False
2019-03-10,18,False
2019-03-17,0,False
2019-03-24,30,False
2019-03-31,0,False
2019-04-07,100,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,22,False
2019-05-12,67,False
2019-05-19,22,False
2019-05-26,23,False
2019-06-02,32,False
2019-06-09,21,False
2019-06-16,23,False
2019-06-23,24,False
2019-06-30,0,False
2019-07-07,21,False
2019-07-14,21,False
2019-07-21,44,False
2019-07-28,22,False
2019-08-04,21,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,20,False
2019-09-08,20,False
2019-09-15,21,False
2019-09-22,41,False
2019-09-29,82,False
2019-10-06,20,False
2019-10-13,20,False
2019-10-20,30,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,41,False
2019-11-17,40,False
2019-11-24,19,False
2019-12-01,0,False
2019-12-08,39,False
2019-12-15,28,False
2019-12-22,34,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,17,False
2020-01-19,34,False
2020-01-26,16,False
2020-02-02,15,False
2020-02-09,45,False
2020-02-16,15,False
2020-02-23,15,False
2020-03-01,16,False
2020-03-08,30,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,44,False
2020-04-05,24,False
2020-04-12,32,False
2020-04-19,15,False
2020-04-26,37,False
2020-05-03,25,False
2020-05-10,66,False
2020-05-17,34,False
2020-05-24,51,False
2020-05-31,49,False
2020-06-07,57,False
2020-06-14,34,False
2020-06-21,18,False
2020-06-28,45,False
2020-07-05,18,False
