date,bauen,isPartial
2018-01-07,42,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,43,False
2018-02-04,0,False
2018-02-11,46,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,46,False
2018-03-11,43,False
2018-03-18,46,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,49,False
2018-04-15,50,False
2018-04-22,98,False
2018-04-29,44,False
2018-05-06,46,False
2018-05-13,0,False
2018-05-20,45,False
2018-05-27,43,False
2018-06-03,41,False
2018-06-10,46,False
2018-06-17,0,False
2018-06-24,70,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,100,False
2018-07-29,48,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,88,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,46,False
2018-09-16,0,False
2018-09-23,92,False
2018-09-30,48,False
2018-10-07,0,False
2018-10-14,45,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,46,False
2018-11-18,0,False
2018-11-25,92,False
2018-12-02,45,False
2018-12-09,0,False
2018-12-16,43,False
2018-12-23,51,False
2018-12-30,47,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,41,False
2019-02-03,45,False
2019-02-10,85,False
2019-02-17,67,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,45,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,45,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,47,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,48,False
2019-06-09,0,False
2019-06-16,83,False
2019-06-23,48,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,51,False
2019-08-11,89,False
2019-08-18,0,False
2019-08-25,89,False
2019-09-01,0,False
2019-09-08,45,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,43,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,46,False
2019-11-24,0,False
2019-12-01,43,False
2019-12-08,43,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,43,False
2020-01-05,0,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,38,False
2020-02-09,59,False
2020-02-16,0,False
2020-02-23,40,False
2020-03-01,59,False
2020-03-08,58,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,52,False
2020-04-12,36,False
2020-04-19,34,False
2020-04-26,29,False
2020-05-03,50,False
2020-05-10,0,False
2020-05-17,96,False
2020-05-24,34,False
2020-05-31,35,False
2020-06-07,82,False
2020-06-14,69,False
2020-06-21,0,False
2020-06-28,36,False
2020-07-05,78,False
