date,segnaposto matrimonio,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,54,False
2018-01-28,76,False
2018-02-04,53,False
2018-02-11,25,False
2018-02-18,100,False
2018-02-25,30,False
2018-03-04,16,False
2018-03-11,39,False
2018-03-18,55,False
2018-03-25,33,False
2018-04-01,17,False
2018-04-08,57,False
2018-04-15,41,False
2018-04-22,34,False
2018-04-29,33,False
2018-05-06,54,False
2018-05-13,49,False
2018-05-20,24,False
2018-05-27,25,False
2018-06-03,17,False
2018-06-10,38,False
2018-06-17,55,False
2018-06-24,57,False
2018-07-01,32,False
2018-07-08,64,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,17,False
2018-08-05,26,False
2018-08-12,0,False
2018-08-19,29,False
2018-08-26,43,False
2018-09-02,24,False
2018-09-09,48,False
2018-09-16,15,False
2018-09-23,0,False
2018-09-30,16,False
2018-10-07,16,False
2018-10-14,42,False
2018-10-21,16,False
2018-10-28,31,False
2018-11-04,24,False
2018-11-11,17,False
2018-11-18,0,False
2018-11-25,16,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,0,False
2018-12-23,27,False
2018-12-30,42,False
2019-01-06,32,False
2019-01-13,23,False
2019-01-20,30,False
2019-01-27,15,False
2019-02-03,45,False
2019-02-10,54,False
2019-02-17,30,False
2019-02-24,46,False
2019-03-03,32,False
2019-03-10,15,False
2019-03-17,32,False
2019-03-24,32,False
2019-03-31,47,False
2019-04-07,16,False
2019-04-14,33,False
2019-04-21,17,False
2019-04-28,31,False
2019-05-05,31,False
2019-05-12,46,False
2019-05-19,53,False
2019-05-26,15,False
2019-06-02,24,False
2019-06-09,17,False
2019-06-16,33,False
2019-06-23,25,False
2019-06-30,17,False
2019-07-07,16,False
2019-07-14,17,False
2019-07-21,17,False
2019-07-28,43,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,36,False
2019-08-25,32,False
2019-09-01,30,False
2019-09-08,46,False
2019-09-15,15,False
2019-09-22,57,False
2019-09-29,36,False
2019-10-06,15,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,15,False
2019-11-17,29,False
2019-11-24,0,False
2019-12-01,31,False
2019-12-08,0,False
2019-12-15,15,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,45,False
2020-01-12,21,False
2020-01-19,43,False
2020-01-26,56,False
2020-02-02,34,False
2020-02-09,36,False
2020-02-16,50,False
2020-02-23,13,False
2020-03-01,33,False
2020-03-08,13,False
2020-03-15,0,False
2020-03-22,12,False
2020-03-29,0,False
2020-04-05,13,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
