date,segnaposto matrimonio,isPartial
2018-01-07,33,False
2018-01-14,25,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,32,False
2018-02-11,25,False
2018-02-18,17,False
2018-02-25,35,False
2018-03-04,35,False
2018-03-11,35,False
2018-03-18,18,False
2018-03-25,67,False
2018-04-01,69,False
2018-04-08,53,False
2018-04-15,54,False
2018-04-22,19,False
2018-04-29,45,False
2018-05-06,37,False
2018-05-13,71,False
2018-05-20,36,False
2018-05-27,37,False
2018-06-03,37,False
2018-06-10,33,False
2018-06-17,35,False
2018-06-24,52,False
2018-07-01,18,False
2018-07-08,18,False
2018-07-15,55,False
2018-07-22,18,False
2018-07-29,26,False
2018-08-05,66,False
2018-08-12,25,False
2018-08-19,16,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,17,False
2018-09-23,17,False
2018-09-30,26,False
2018-10-07,18,False
2018-10-14,18,False
2018-10-21,18,False
2018-10-28,17,False
2018-11-04,18,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,18,False
2018-12-02,39,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,40,False
2018-12-30,0,False
2019-01-06,43,False
2019-01-13,51,False
2019-01-20,32,False
2019-01-27,34,False
2019-02-03,33,False
2019-02-10,100,False
2019-02-17,42,False
2019-02-24,51,False
2019-03-03,18,False
2019-03-10,17,False
2019-03-17,17,False
2019-03-24,43,False
2019-03-31,17,False
2019-04-07,35,False
2019-04-14,26,False
2019-04-21,0,False
2019-04-28,69,False
2019-05-05,34,False
2019-05-12,58,False
2019-05-19,17,False
2019-05-26,16,False
2019-06-02,17,False
2019-06-09,44,False
2019-06-16,55,False
2019-06-23,18,False
2019-06-30,45,False
2019-07-07,17,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,0,False
2019-08-11,53,False
2019-08-18,24,False
2019-08-25,16,False
2019-09-01,15,False
2019-09-08,24,False
2019-09-15,32,False
2019-09-22,24,False
2019-09-29,17,False
2019-10-06,16,False
2019-10-13,17,False
2019-10-20,16,False
2019-10-27,0,False
2019-11-03,16,False
2019-11-10,33,False
2019-11-17,17,False
2019-11-24,33,False
2019-12-01,34,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,37,False
2019-12-29,35,False
2020-01-05,16,False
2020-01-12,32,False
2020-01-19,16,False
2020-01-26,16,False
2020-02-02,31,False
2020-02-09,48,False
2020-02-16,24,False
2020-02-23,16,False
2020-03-01,15,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,13,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,13,False
2020-04-26,0,True
