date,feste compleanno bambini,isPartial
2018-01-07,49,False
2018-01-14,49,False
2018-01-21,37,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,25,False
2018-02-18,49,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,29,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,55,False
2018-04-29,27,False
2018-05-06,0,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,28,False
2018-06-03,28,False
2018-06-10,0,False
2018-06-17,50,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,26,False
2018-07-15,0,False
2018-07-22,26,False
2018-07-29,50,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,23,False
2018-08-26,49,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,39,False
2018-10-14,0,False
2018-10-21,26,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,0,False
2018-11-25,27,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,28,False
2018-12-23,91,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,48,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,24,False
2019-02-17,100,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,0,False
2019-03-24,25,False
2019-03-31,24,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,24,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,0,False
2019-06-09,26,False
2019-06-16,0,False
2019-06-23,51,False
2019-06-30,26,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,53,False
2019-07-28,0,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,46,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,47,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,49,False
2019-10-13,25,False
2019-10-20,23,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,0,False
2019-11-17,25,False
2019-11-24,24,False
2019-12-01,0,False
2019-12-08,25,False
2019-12-15,26,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,49,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,47,False
2020-02-02,23,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,19,False
2020-04-26,0,True
