date,Markise,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,20,False
2018-02-04,0,False
2018-02-11,19,False
2018-02-18,56,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,40,False
2018-03-18,21,False
2018-03-25,21,False
2018-04-01,23,False
2018-04-08,73,False
2018-04-15,38,False
2018-04-22,75,False
2018-04-29,39,False
2018-05-06,26,False
2018-05-13,24,False
2018-05-20,37,False
2018-05-27,37,False
2018-06-03,24,False
2018-06-10,46,False
2018-06-17,46,False
2018-06-24,56,False
2018-07-01,66,False
2018-07-08,46,False
2018-07-15,45,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,31,False
2018-08-12,44,False
2018-08-19,66,False
2018-08-26,68,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,23,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,23,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,19,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,18,False
2019-02-24,73,False
2019-03-03,35,False
2019-03-10,0,False
2019-03-17,20,False
2019-03-24,32,False
2019-03-31,23,False
2019-04-07,32,False
2019-04-14,70,False
2019-04-21,58,False
2019-04-28,24,False
2019-05-05,23,False
2019-05-12,69,False
2019-05-19,90,False
2019-05-26,34,False
2019-06-02,90,False
2019-06-09,33,False
2019-06-16,97,False
2019-06-23,44,False
2019-06-30,64,False
2019-07-07,41,False
2019-07-14,32,False
2019-07-21,73,False
2019-07-28,20,False
2019-08-04,61,False
2019-08-11,40,False
2019-08-18,20,False
2019-08-25,21,False
2019-09-01,20,False
2019-09-08,40,False
2019-09-15,21,False
2019-09-22,21,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,20,False
2019-10-20,0,False
2019-10-27,19,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,0,False
2019-11-24,19,False
2019-12-01,0,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,34,False
2019-12-29,45,False
2020-01-05,31,False
2020-01-12,0,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,44,False
2020-02-23,13,False
2020-03-01,14,False
2020-03-08,28,False
2020-03-15,0,False
2020-03-22,31,False
2020-03-29,32,False
2020-04-05,72,False
2020-04-12,77,False
2020-04-19,34,False
2020-04-26,100,False
2020-05-03,27,False
2020-05-10,52,False
2020-05-17,57,False
2020-05-24,36,False
2020-05-31,36,False
2020-06-07,26,False
2020-06-14,66,False
2020-06-21,17,False
2020-06-28,83,False
2020-07-05,76,False
