date,Markise,isPartial
2018-01-07,11,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,11,False
2018-02-04,12,False
2018-02-11,11,False
2018-02-18,17,False
2018-02-25,17,False
2018-03-04,17,False
2018-03-11,27,False
2018-03-18,27,False
2018-03-25,36,False
2018-04-01,61,False
2018-04-08,28,False
2018-04-15,38,False
2018-04-22,64,False
2018-04-29,69,False
2018-05-06,100,False
2018-05-13,56,False
2018-05-20,70,False
2018-05-27,41,False
2018-06-03,39,False
2018-06-10,44,False
2018-06-17,44,False
2018-06-24,44,False
2018-07-01,30,False
2018-07-08,96,False
2018-07-15,50,False
2018-07-22,38,False
2018-07-29,72,False
2018-08-05,90,False
2018-08-12,60,False
2018-08-19,38,False
2018-08-26,60,False
2018-09-02,12,False
2018-09-09,35,False
2018-09-16,34,False
2018-09-23,34,False
2018-09-30,11,False
2018-10-07,32,False
2018-10-14,32,False
2018-10-21,11,False
2018-10-28,39,False
2018-11-04,21,False
2018-11-11,15,False
2018-11-18,10,False
2018-11-25,0,False
2018-12-02,15,False
2018-12-09,10,False
2018-12-16,16,False
2018-12-23,13,False
2018-12-30,12,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,16,False
2019-01-27,22,False
2019-02-03,11,False
2019-02-10,22,False
2019-02-17,27,False
2019-02-24,37,False
2019-03-03,43,False
2019-03-10,37,False
2019-03-17,55,False
2019-03-24,39,False
2019-03-31,50,False
2019-04-07,27,False
2019-04-14,49,False
2019-04-21,36,False
2019-04-28,71,False
2019-05-05,53,False
2019-05-12,11,False
2019-05-19,16,False
2019-05-26,33,False
2019-06-02,67,False
2019-06-09,59,False
2019-06-16,80,False
2019-06-23,40,False
2019-06-30,64,False
2019-07-07,53,False
2019-07-14,49,False
2019-07-21,39,False
2019-07-28,32,False
2019-08-04,33,False
2019-08-11,65,False
2019-08-18,43,False
2019-08-25,35,False
2019-09-01,27,False
2019-09-08,23,False
2019-09-15,32,False
2019-09-22,16,False
2019-09-29,20,False
2019-10-06,20,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,10,False
2019-11-03,0,False
2019-11-10,10,False
2019-11-17,10,False
2019-11-24,19,False
2019-12-01,15,False
2019-12-08,0,False
2019-12-15,10,False
2019-12-22,0,False
2019-12-29,13,False
2020-01-05,11,False
2020-01-12,10,False
2020-01-19,19,False
2020-01-26,10,False
2020-02-02,20,False
2020-02-09,25,False
2020-02-16,38,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,36,False
2020-03-15,23,False
2020-03-22,30,False
2020-03-29,35,False
2020-04-05,71,False
2020-04-12,63,False
2020-04-19,97,False
2020-04-26,82,False
2020-05-03,70,False
2020-05-10,63,False
2020-05-17,68,False
2020-05-24,83,False
2020-05-31,39,False
2020-06-07,65,False
2020-06-14,67,False
2020-06-21,34,False
2020-06-28,73,False
2020-07-05,86,False
