date,Markise,isPartial
2018-01-07,0,False
2018-01-14,11,False
2018-01-21,0,False
2018-01-28,11,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,11,False
2018-02-25,12,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,11,False
2018-03-25,12,False
2018-04-01,0,False
2018-04-08,64,False
2018-04-15,0,False
2018-04-22,27,False
2018-04-29,50,False
2018-05-06,24,False
2018-05-13,22,False
2018-05-20,35,False
2018-05-27,36,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,23,False
2018-06-24,11,False
2018-07-01,45,False
2018-07-08,0,False
2018-07-15,59,False
2018-07-22,23,False
2018-07-29,82,False
2018-08-05,46,False
2018-08-12,12,False
2018-08-19,11,False
2018-08-26,23,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,11,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,14,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,28,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,16,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,10,False
2019-01-20,0,False
2019-01-27,10,False
2019-02-03,10,False
2019-02-10,11,False
2019-02-17,11,False
2019-02-24,21,False
2019-03-03,0,False
2019-03-10,32,False
2019-03-17,43,False
2019-03-24,0,False
2019-03-31,55,False
2019-04-07,65,False
2019-04-14,23,False
2019-04-21,80,False
2019-04-28,11,False
2019-05-05,10,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,21,False
2019-06-02,54,False
2019-06-09,22,False
2019-06-16,43,False
2019-06-23,65,False
2019-06-30,42,False
2019-07-07,31,False
2019-07-14,56,False
2019-07-21,46,False
2019-07-28,55,False
2019-08-04,57,False
2019-08-11,34,False
2019-08-18,32,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,11,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,11,False
2019-11-10,0,False
2019-11-17,11,False
2019-11-24,11,False
2019-12-01,0,False
2019-12-08,12,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,10,False
2020-01-05,0,False
2020-01-12,10,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,10,False
2020-02-09,10,False
2020-02-16,33,False
2020-02-23,0,False
2020-03-01,10,False
2020-03-08,20,False
2020-03-15,39,False
2020-03-22,0,False
2020-03-29,25,False
2020-04-05,65,False
2020-04-12,88,False
2020-04-19,52,False
2020-04-26,61,False
2020-05-03,36,False
2020-05-10,28,False
2020-05-17,49,False
2020-05-24,28,False
2020-05-31,100,False
2020-06-07,29,False
2020-06-14,27,False
2020-06-21,50,False
2020-06-28,40,False
2020-07-05,11,False
