date,bomboniere matrimonio,isPartial
2018-01-07,36,False
2018-01-14,36,False
2018-01-21,45,False
2018-01-28,62,False
2018-02-04,45,False
2018-02-11,36,False
2018-02-18,37,False
2018-02-25,73,False
2018-03-04,28,False
2018-03-11,37,False
2018-03-18,38,False
2018-03-25,20,False
2018-04-01,61,False
2018-04-08,49,False
2018-04-15,30,False
2018-04-22,31,False
2018-04-29,40,False
2018-05-06,39,False
2018-05-13,48,False
2018-05-20,38,False
2018-05-27,19,False
2018-06-03,29,False
2018-06-10,57,False
2018-06-17,38,False
2018-06-24,0,False
2018-07-01,28,False
2018-07-08,48,False
2018-07-15,48,False
2018-07-22,29,False
2018-07-29,19,False
2018-08-05,100,False
2018-08-12,22,False
2018-08-19,39,False
2018-08-26,46,False
2018-09-02,37,False
2018-09-09,47,False
2018-09-16,57,False
2018-09-23,29,False
2018-09-30,19,False
2018-10-07,59,False
2018-10-14,30,False
2018-10-21,38,False
2018-10-28,18,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,29,False
2018-11-25,19,False
2018-12-02,51,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,23,False
2018-12-30,21,False
2019-01-06,28,False
2019-01-13,37,False
2019-01-20,0,False
2019-01-27,35,False
2019-02-03,54,False
2019-02-10,36,False
2019-02-17,37,False
2019-02-24,64,False
2019-03-03,55,False
2019-03-10,37,False
2019-03-17,47,False
2019-03-24,19,False
2019-03-31,27,False
2019-04-07,27,False
2019-04-14,66,False
2019-04-21,19,False
2019-04-28,36,False
2019-05-05,43,False
2019-05-12,18,False
2019-05-19,26,False
2019-05-26,17,False
2019-06-02,28,False
2019-06-09,28,False
2019-06-16,36,False
2019-06-23,28,False
2019-06-30,37,False
2019-07-07,28,False
2019-07-14,20,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,20,False
2019-08-11,22,False
2019-08-18,19,False
2019-08-25,36,False
2019-09-01,51,False
2019-09-08,64,False
2019-09-15,36,False
2019-09-22,45,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,35,False
2019-10-20,52,False
2019-10-27,34,False
2019-11-03,17,False
2019-11-10,33,False
2019-11-17,25,False
2019-11-24,0,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,26,False
2019-12-22,30,False
2019-12-29,38,False
2020-01-05,34,False
2020-01-12,72,False
2020-01-19,33,False
2020-01-26,40,False
2020-02-02,81,False
2020-02-09,49,False
2020-02-16,57,False
2020-02-23,23,False
2020-03-01,68,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,15,False
2020-04-12,30,False
2020-04-19,0,False
2020-04-26,0,True
