date,bomboniere matrimonio,isPartial
2018-01-07,34,False
2018-01-14,66,False
2018-01-21,84,False
2018-01-28,32,False
2018-02-04,52,False
2018-02-11,100,False
2018-02-18,22,False
2018-02-25,64,False
2018-03-04,32,False
2018-03-11,33,False
2018-03-18,56,False
2018-03-25,23,False
2018-04-01,24,False
2018-04-08,33,False
2018-04-15,47,False
2018-04-22,59,False
2018-04-29,46,False
2018-05-06,56,False
2018-05-13,68,False
2018-05-20,46,False
2018-05-27,23,False
2018-06-03,34,False
2018-06-10,33,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,37,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,45,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,66,False
2018-09-02,50,False
2018-09-09,49,False
2018-09-16,24,False
2018-09-23,48,False
2018-09-30,24,False
2018-10-07,0,False
2018-10-14,49,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,22,False
2018-11-11,23,False
2018-11-18,44,False
2018-11-25,0,False
2018-12-02,23,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,56,False
2019-01-13,33,False
2019-01-20,62,False
2019-01-27,31,False
2019-02-03,41,False
2019-02-10,41,False
2019-02-17,42,False
2019-02-24,55,False
2019-03-03,22,False
2019-03-10,88,False
2019-03-17,44,False
2019-03-24,44,False
2019-03-31,43,False
2019-04-07,32,False
2019-04-14,22,False
2019-04-21,48,False
2019-04-28,45,False
2019-05-05,54,False
2019-05-12,32,False
2019-05-19,63,False
2019-05-26,83,False
2019-06-02,32,False
2019-06-09,73,False
2019-06-16,43,False
2019-06-23,22,False
2019-06-30,22,False
2019-07-07,22,False
2019-07-14,22,False
2019-07-21,47,False
2019-07-28,61,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,26,False
2019-08-25,56,False
2019-09-01,20,False
2019-09-08,21,False
2019-09-15,40,False
2019-09-22,31,False
2019-09-29,21,False
2019-10-06,53,False
2019-10-13,62,False
2019-10-20,39,False
2019-10-27,30,False
2019-11-03,20,False
2019-11-10,39,False
2019-11-17,0,False
2019-11-24,38,False
2019-12-01,20,False
2019-12-08,40,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,55,False
2020-01-05,38,False
2020-01-12,54,False
2020-01-19,37,False
2020-01-26,46,False
2020-02-02,18,False
2020-02-09,37,False
2020-02-16,92,False
2020-02-23,87,False
2020-03-01,17,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,17,False
2020-04-19,0,False
2020-04-26,28,True
