date,bomboniere matrimonio,isPartial
2018-01-07,35,False
2018-01-14,85,False
2018-01-21,26,False
2018-01-28,33,False
2018-02-04,25,False
2018-02-11,42,False
2018-02-18,57,False
2018-02-25,48,False
2018-03-04,50,False
2018-03-11,41,False
2018-03-18,60,False
2018-03-25,26,False
2018-04-01,18,False
2018-04-08,34,False
2018-04-15,35,False
2018-04-22,54,False
2018-04-29,17,False
2018-05-06,17,False
2018-05-13,52,False
2018-05-20,43,False
2018-05-27,43,False
2018-06-03,0,False
2018-06-10,33,False
2018-06-17,60,False
2018-06-24,44,False
2018-07-01,34,False
2018-07-08,25,False
2018-07-15,17,False
2018-07-22,35,False
2018-07-29,36,False
2018-08-05,19,False
2018-08-12,52,False
2018-08-19,19,False
2018-08-26,17,False
2018-09-02,100,False
2018-09-09,34,False
2018-09-16,50,False
2018-09-23,17,False
2018-09-30,34,False
2018-10-07,52,False
2018-10-14,34,False
2018-10-21,34,False
2018-10-28,17,False
2018-11-04,0,False
2018-11-11,17,False
2018-11-18,25,False
2018-11-25,17,False
2018-12-02,35,False
2018-12-09,0,False
2018-12-16,18,False
2018-12-23,22,False
2018-12-30,21,False
2019-01-06,36,False
2019-01-13,17,False
2019-01-20,33,False
2019-01-27,17,False
2019-02-03,25,False
2019-02-10,17,False
2019-02-17,42,False
2019-02-24,26,False
2019-03-03,18,False
2019-03-10,60,False
2019-03-17,42,False
2019-03-24,17,False
2019-03-31,17,False
2019-04-07,17,False
2019-04-14,35,False
2019-04-21,39,False
2019-04-28,53,False
2019-05-05,51,False
2019-05-12,16,False
2019-05-19,16,False
2019-05-26,16,False
2019-06-02,69,False
2019-06-09,34,False
2019-06-16,43,False
2019-06-23,53,False
2019-06-30,17,False
2019-07-07,16,False
2019-07-14,33,False
2019-07-21,34,False
2019-07-28,34,False
2019-08-04,27,False
2019-08-11,29,False
2019-08-18,34,False
2019-08-25,55,False
2019-09-01,15,False
2019-09-08,31,False
2019-09-15,31,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,40,False
2019-10-13,24,False
2019-10-20,15,False
2019-10-27,47,False
2019-11-03,15,False
2019-11-10,15,False
2019-11-17,30,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,23,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,28,False
2020-02-02,50,False
2020-02-09,15,False
2020-02-16,36,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,13,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,27,False
2020-04-12,13,False
2020-04-19,0,False
2020-04-26,22,True
