date,bomboniere matrimonio,isPartial
2018-01-07,38,False
2018-01-14,80,False
2018-01-21,100,False
2018-01-28,47,False
2018-02-04,28,False
2018-02-11,20,False
2018-02-18,57,False
2018-02-25,27,False
2018-03-04,38,False
2018-03-11,39,False
2018-03-18,43,False
2018-03-25,31,False
2018-04-01,37,False
2018-04-08,60,False
2018-04-15,45,False
2018-04-22,46,False
2018-04-29,25,False
2018-05-06,33,False
2018-05-13,35,False
2018-05-20,30,False
2018-05-27,41,False
2018-06-03,36,False
2018-06-10,42,False
2018-06-17,34,False
2018-06-24,35,False
2018-07-01,59,False
2018-07-08,10,False
2018-07-15,31,False
2018-07-22,36,False
2018-07-29,15,False
2018-08-05,27,False
2018-08-12,17,False
2018-08-19,18,False
2018-08-26,43,False
2018-09-02,35,False
2018-09-09,44,False
2018-09-16,38,False
2018-09-23,43,False
2018-09-30,19,False
2018-10-07,45,False
2018-10-14,20,False
2018-10-21,44,False
2018-10-28,29,False
2018-11-04,39,False
2018-11-11,16,False
2018-11-18,30,False
2018-11-25,35,False
2018-12-02,21,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,22,False
2018-12-30,42,False
2019-01-06,79,False
2019-01-13,34,False
2019-01-20,45,False
2019-01-27,46,False
2019-02-03,42,False
2019-02-10,61,False
2019-02-17,28,False
2019-02-24,24,False
2019-03-03,35,False
2019-03-10,38,False
2019-03-17,39,False
2019-03-24,35,False
2019-03-31,48,False
2019-04-07,29,False
2019-04-14,31,False
2019-04-21,26,False
2019-04-28,53,False
2019-05-05,10,False
2019-05-12,29,False
2019-05-19,42,False
2019-05-26,68,False
2019-06-02,44,False
2019-06-09,26,False
2019-06-16,40,False
2019-06-23,31,False
2019-06-30,21,False
2019-07-07,15,False
2019-07-14,36,False
2019-07-21,47,False
2019-07-28,26,False
2019-08-04,16,False
2019-08-11,0,False
2019-08-18,33,False
2019-08-25,19,False
2019-09-01,36,False
2019-09-08,37,False
2019-09-15,14,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,9,False
2019-10-13,28,False
2019-10-20,27,False
2019-10-27,44,False
2019-11-03,25,False
2019-11-10,9,False
2019-11-17,18,False
2019-11-24,13,False
2019-12-01,9,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,25,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,44,False
2020-01-19,49,False
2020-01-26,35,False
2020-02-02,30,False
2020-02-09,26,False
2020-02-16,40,False
2020-02-23,41,False
2020-03-01,48,False
2020-03-08,12,False
2020-03-15,0,False
2020-03-22,11,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,8,False
2020-04-19,17,False
2020-04-26,25,True
