date,mudanzas,isPartial
2018-01-07,30,False
2018-01-14,61,False
2018-01-21,30,False
2018-01-28,31,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,46,False
2018-02-25,28,False
2018-03-04,42,False
2018-03-11,57,False
2018-03-18,30,False
2018-03-25,32,False
2018-04-01,29,False
2018-04-08,57,False
2018-04-15,29,False
2018-04-22,30,False
2018-04-29,31,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,47,False
2018-06-03,59,False
2018-06-10,59,False
2018-06-17,65,False
2018-06-24,33,False
2018-07-01,0,False
2018-07-08,64,False
2018-07-15,69,False
2018-07-22,34,False
2018-07-29,65,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,63,False
2018-08-26,63,False
2018-09-02,65,False
2018-09-09,0,False
2018-09-16,62,False
2018-09-23,0,False
2018-09-30,31,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,0,False
2018-10-28,31,False
2018-11-04,57,False
2018-11-11,45,False
2018-11-18,57,False
2018-11-25,89,False
2018-12-02,63,False
2018-12-09,0,False
2018-12-16,60,False
2018-12-23,50,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,57,False
2019-01-20,0,False
2019-01-27,28,False
2019-02-03,60,False
2019-02-10,59,False
2019-02-17,90,False
2019-02-24,30,False
2019-03-03,61,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,30,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,58,False
2019-04-21,29,False
2019-04-28,30,False
2019-05-05,59,False
2019-05-12,62,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,44,False
2019-06-09,30,False
2019-06-16,30,False
2019-06-23,48,False
2019-06-30,0,False
2019-07-07,62,False
2019-07-14,98,False
2019-07-21,48,False
2019-07-28,32,False
2019-08-04,31,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,30,False
2019-09-08,31,False
2019-09-15,29,False
2019-09-22,29,False
2019-09-29,29,False
2019-10-06,28,False
2019-10-13,0,False
2019-10-20,28,False
2019-10-27,26,False
2019-11-03,52,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,28,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,56,False
2020-01-05,27,False
2020-01-12,48,False
2020-01-19,0,False
2020-01-26,100,False
2020-02-02,26,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,25,False
2020-03-08,24,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,22,False
2020-04-12,32,False
2020-04-19,52,False
2020-04-26,54,False
2020-05-03,21,False
2020-05-10,32,False
2020-05-17,40,True
