date,Mudanzas,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,33,False
2018-01-28,21,False
2018-02-04,59,False
2018-02-11,47,False
2018-02-18,41,False
2018-02-25,40,False
2018-03-04,51,False
2018-03-11,40,False
2018-03-18,41,False
2018-03-25,22,False
2018-04-01,21,False
2018-04-08,39,False
2018-04-15,76,False
2018-04-22,21,False
2018-04-29,31,False
2018-05-06,47,False
2018-05-13,51,False
2018-05-20,61,False
2018-05-27,30,False
2018-06-03,40,False
2018-06-10,33,False
2018-06-17,33,False
2018-06-24,22,False
2018-07-01,56,False
2018-07-08,29,False
2018-07-15,46,False
2018-07-22,35,False
2018-07-29,39,False
2018-08-05,23,False
2018-08-12,56,False
2018-08-19,31,False
2018-08-26,33,False
2018-09-02,51,False
2018-09-09,31,False
2018-09-16,0,False
2018-09-23,31,False
2018-09-30,63,False
2018-10-07,21,False
2018-10-14,20,False
2018-10-21,35,False
2018-10-28,0,False
2018-11-04,39,False
2018-11-11,40,False
2018-11-18,46,False
2018-11-25,81,False
2018-12-02,21,False
2018-12-09,62,False
2018-12-16,31,False
2018-12-23,38,False
2018-12-30,22,False
2019-01-06,40,False
2019-01-13,38,False
2019-01-20,49,False
2019-01-27,51,False
2019-02-03,30,False
2019-02-10,60,False
2019-02-17,27,False
2019-02-24,30,False
2019-03-03,62,False
2019-03-10,34,False
2019-03-17,35,False
2019-03-24,28,False
2019-03-31,27,False
2019-04-07,28,False
2019-04-14,33,False
2019-04-21,34,False
2019-04-28,40,False
2019-05-05,27,False
2019-05-12,60,False
2019-05-19,100,False
2019-05-26,33,False
2019-06-02,44,False
2019-06-09,39,False
2019-06-16,28,False
2019-06-23,43,False
2019-06-30,37,False
2019-07-07,36,False
2019-07-14,22,False
2019-07-21,46,False
2019-07-28,45,False
2019-08-04,23,False
2019-08-11,23,False
2019-08-18,32,False
2019-08-25,30,False
2019-09-01,0,False
2019-09-08,39,False
2019-09-15,38,False
2019-09-22,39,False
2019-09-29,32,False
2019-10-06,47,False
2019-10-13,55,False
2019-10-20,47,False
2019-10-27,37,False
2019-11-03,26,False
2019-11-10,24,False
2019-11-17,30,False
2019-11-24,35,False
2019-12-01,25,False
2019-12-08,25,False
2019-12-15,18,False
2019-12-22,58,False
2019-12-29,38,False
2020-01-05,36,False
2020-01-12,17,False
2020-01-19,28,False
2020-01-26,17,False
2020-02-02,23,False
2020-02-09,35,False
2020-02-16,35,False
2020-02-23,16,False
2020-03-01,22,False
2020-03-08,21,False
2020-03-15,23,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,15,False
2020-04-12,34,False
2020-04-19,21,False
2020-04-26,29,False
2020-05-03,14,False
2020-05-10,24,False
2020-05-17,64,True
