date,mudanzas,isPartial
2018-01-07,31,False
2018-01-14,28,False
2018-01-21,36,False
2018-01-28,49,False
2018-02-04,65,False
2018-02-11,37,False
2018-02-18,76,False
2018-02-25,73,False
2018-03-04,42,False
2018-03-11,50,False
2018-03-18,61,False
2018-03-25,36,False
2018-04-01,56,False
2018-04-08,53,False
2018-04-15,37,False
2018-04-22,38,False
2018-04-29,36,False
2018-05-06,37,False
2018-05-13,37,False
2018-05-20,28,False
2018-05-27,81,False
2018-06-03,60,False
2018-06-10,47,False
2018-06-17,65,False
2018-06-24,66,False
2018-07-01,58,False
2018-07-08,70,False
2018-07-15,46,False
2018-07-22,20,False
2018-07-29,39,False
2018-08-05,54,False
2018-08-12,46,False
2018-08-19,51,False
2018-08-26,47,False
2018-09-02,60,False
2018-09-09,46,False
2018-09-16,45,False
2018-09-23,37,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,28,False
2018-10-21,44,False
2018-10-28,38,False
2018-11-04,45,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,92,False
2018-12-02,18,False
2018-12-09,89,False
2018-12-16,36,False
2018-12-23,29,False
2018-12-30,37,False
2019-01-06,54,False
2019-01-13,36,False
2019-01-20,56,False
2019-01-27,35,False
2019-02-03,49,False
2019-02-10,36,False
2019-02-17,47,False
2019-02-24,41,False
2019-03-03,58,False
2019-03-10,35,False
2019-03-17,35,False
2019-03-24,54,False
2019-03-31,34,False
2019-04-07,71,False
2019-04-14,100,False
2019-04-21,45,False
2019-04-28,26,False
2019-05-05,34,False
2019-05-12,43,False
2019-05-19,61,False
2019-05-26,23,False
2019-06-02,56,False
2019-06-09,61,False
2019-06-16,71,False
2019-06-23,54,False
2019-06-30,48,False
2019-07-07,35,False
2019-07-14,56,False
2019-07-21,44,False
2019-07-28,41,False
2019-08-04,38,False
2019-08-11,32,False
2019-08-18,39,False
2019-08-25,26,False
2019-09-01,33,False
2019-09-08,33,False
2019-09-15,64,False
2019-09-22,60,False
2019-09-29,33,False
2019-10-06,16,False
2019-10-13,31,False
2019-10-20,42,False
2019-10-27,23,False
2019-11-03,20,False
2019-11-10,40,False
2019-11-17,41,False
2019-11-24,44,False
2019-12-01,26,False
2019-12-08,48,False
2019-12-15,26,False
2019-12-22,21,False
2019-12-29,32,False
2020-01-05,31,False
2020-01-12,43,False
2020-01-19,39,False
2020-01-26,51,False
2020-02-02,38,False
2020-02-09,45,False
2020-02-16,50,False
2020-02-23,45,False
2020-03-01,28,False
2020-03-08,18,False
2020-03-15,35,False
2020-03-22,26,False
2020-03-29,21,False
2020-04-05,27,False
2020-04-12,46,False
2020-04-19,59,False
2020-04-26,42,False
2020-05-03,51,False
2020-05-10,87,False
2020-05-17,69,True
