date,Mudanzas,isPartial
2018-01-07,19,False
2018-01-14,49,False
2018-01-21,29,False
2018-01-28,19,False
2018-02-04,55,False
2018-02-11,58,False
2018-02-18,28,False
2018-02-25,19,False
2018-03-04,37,False
2018-03-11,37,False
2018-03-18,18,False
2018-03-25,19,False
2018-04-01,35,False
2018-04-08,16,False
2018-04-15,0,False
2018-04-22,16,False
2018-04-29,15,False
2018-05-06,23,False
2018-05-13,16,False
2018-05-20,15,False
2018-05-27,36,False
2018-06-03,14,False
2018-06-10,27,False
2018-06-17,22,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,46,False
2018-07-15,13,False
2018-07-22,13,False
2018-07-29,19,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,33,False
2018-08-26,13,False
2018-09-02,26,False
2018-09-09,13,False
2018-09-16,27,False
2018-09-23,42,False
2018-09-30,0,False
2018-10-07,15,False
2018-10-14,29,False
2018-10-21,24,False
2018-10-28,34,False
2018-11-04,45,False
2018-11-11,0,False
2018-11-18,18,False
2018-11-25,19,False
2018-12-02,61,False
2018-12-09,59,False
2018-12-16,20,False
2018-12-23,24,False
2018-12-30,23,False
2019-01-06,29,False
2019-01-13,19,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,18,False
2019-02-10,19,False
2019-02-17,28,False
2019-02-24,38,False
2019-03-03,0,False
2019-03-10,36,False
2019-03-17,45,False
2019-03-24,0,False
2019-03-31,42,False
2019-04-07,83,False
2019-04-14,16,False
2019-04-21,39,False
2019-04-28,15,False
2019-05-05,15,False
2019-05-12,30,False
2019-05-19,35,False
2019-05-26,14,False
2019-06-02,0,False
2019-06-09,13,False
2019-06-16,27,False
2019-06-23,14,False
2019-06-30,20,False
2019-07-07,19,False
2019-07-14,13,False
2019-07-21,25,False
2019-07-28,38,False
2019-08-04,12,False
2019-08-11,12,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,36,False
2019-09-08,23,False
2019-09-15,12,False
2019-09-22,13,False
2019-09-29,13,False
2019-10-06,38,False
2019-10-13,13,False
2019-10-20,26,False
2019-10-27,61,False
2019-11-03,30,False
2019-11-10,15,False
2019-11-17,39,False
2019-11-24,56,False
2019-12-01,50,False
2019-12-08,26,False
2019-12-15,33,False
2019-12-22,38,False
2019-12-29,0,False
2020-01-05,100,False
2020-01-12,16,False
2020-01-19,23,False
2020-01-26,0,False
2020-02-02,23,False
2020-02-09,15,False
2020-02-16,30,False
2020-02-23,23,False
2020-03-01,29,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,12,False
2020-04-05,0,False
2020-04-12,26,False
2020-04-19,12,False
2020-04-26,13,False
2020-05-03,25,False
2020-05-10,13,False
2020-05-17,0,True
