date,ramos de rosas,isPartial
2018-01-07,22,False
2018-01-14,23,False
2018-01-21,47,False
2018-01-28,22,False
2018-02-04,0,False
2018-02-11,47,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,21,False
2018-03-11,32,False
2018-03-18,46,False
2018-03-25,50,False
2018-04-01,22,False
2018-04-08,0,False
2018-04-15,47,False
2018-04-22,45,False
2018-04-29,46,False
2018-05-06,67,False
2018-05-13,23,False
2018-05-20,23,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,22,False
2018-06-17,36,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,46,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,0,False
2018-08-05,45,False
2018-08-12,45,False
2018-08-19,23,False
2018-08-26,22,False
2018-09-02,0,False
2018-09-09,22,False
2018-09-16,45,False
2018-09-23,22,False
2018-09-30,68,False
2018-10-07,23,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,57,False
2018-11-04,44,False
2018-11-11,23,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,49,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,27,False
2018-12-30,51,False
2019-01-06,0,False
2019-01-13,44,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,0,False
2019-02-10,100,False
2019-02-17,22,False
2019-02-24,0,False
2019-03-03,23,False
2019-03-10,47,False
2019-03-17,58,False
2019-03-24,45,False
2019-03-31,21,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,46,False
2019-05-12,46,False
2019-05-19,67,False
2019-05-26,22,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,34,False
2019-06-30,23,False
2019-07-07,0,False
2019-07-14,46,False
2019-07-21,23,False
2019-07-28,35,False
2019-08-04,22,False
2019-08-11,44,False
2019-08-18,32,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,21,False
2019-09-15,21,False
2019-09-22,21,False
2019-09-29,32,False
2019-10-06,53,False
2019-10-13,21,False
2019-10-20,42,False
2019-10-27,31,False
2019-11-03,40,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,18,False
2020-01-26,58,False
2020-02-02,20,False
2020-02-09,78,False
2020-02-16,19,False
2020-02-23,20,False
2020-03-01,38,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,24,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,0,True
