date,plan jardin,isPartial
2018-01-07,31,False
2018-01-14,30,False
2018-01-21,0,False
2018-01-28,46,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,65,False
2018-02-25,31,False
2018-03-04,72,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,31,False
2018-04-01,33,False
2018-04-08,32,False
2018-04-15,68,False
2018-04-22,92,False
2018-04-29,74,False
2018-05-06,46,False
2018-05-13,31,False
2018-05-20,79,False
2018-05-27,45,False
2018-06-03,45,False
2018-06-10,29,False
2018-06-17,31,False
2018-06-24,46,False
2018-07-01,59,False
2018-07-08,40,False
2018-07-15,45,False
2018-07-22,45,False
2018-07-29,59,False
2018-08-05,28,False
2018-08-12,29,False
2018-08-19,88,False
2018-08-26,30,False
2018-09-02,30,False
2018-09-09,61,False
2018-09-16,61,False
2018-09-23,63,False
2018-09-30,62,False
2018-10-07,32,False
2018-10-14,47,False
2018-10-21,65,False
2018-10-28,31,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,45,False
2018-11-25,61,False
2018-12-02,92,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,33,False
2019-02-17,33,False
2019-02-24,68,False
2019-03-03,31,False
2019-03-10,41,False
2019-03-17,32,False
2019-03-24,30,False
2019-03-31,54,False
2019-04-07,27,False
2019-04-14,42,False
2019-04-21,82,False
2019-04-28,38,False
2019-05-05,35,False
2019-05-12,43,False
2019-05-19,38,False
2019-05-26,39,False
2019-06-02,24,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,51,False
2019-06-30,37,False
2019-07-07,48,False
2019-07-14,24,False
2019-07-21,26,False
2019-07-28,94,False
2019-08-04,0,False
2019-08-11,38,False
2019-08-18,40,False
2019-08-25,25,False
2019-09-01,51,False
2019-09-08,25,False
2019-09-15,32,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,25,False
2019-10-13,100,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,46,False
2019-11-10,32,False
2019-11-17,38,False
2019-11-24,49,False
2019-12-01,0,False
2019-12-08,25,False
2019-12-15,25,False
2019-12-22,55,False
2019-12-29,51,False
2020-01-05,47,False
2020-01-12,46,False
2020-01-19,24,False
2020-01-26,39,False
2020-02-02,24,False
2020-02-09,35,False
2020-02-16,47,False
2020-02-23,31,False
2020-03-01,23,False
2020-03-08,30,False
2020-03-15,43,False
2020-03-22,28,False
2020-03-29,63,False
2020-04-05,42,False
2020-04-12,70,False
2020-04-19,41,False
2020-04-26,60,False
2020-05-03,68,False
2020-05-10,70,False
2020-05-17,44,True
