date,plan jardin,isPartial
2018-01-07,53,False
2018-01-14,35,False
2018-01-21,27,False
2018-01-28,67,False
2018-02-04,26,False
2018-02-11,40,False
2018-02-18,0,False
2018-02-25,64,False
2018-03-04,28,False
2018-03-11,73,False
2018-03-18,46,False
2018-03-25,27,False
2018-04-01,28,False
2018-04-08,55,False
2018-04-15,28,False
2018-04-22,27,False
2018-04-29,57,False
2018-05-06,59,False
2018-05-13,70,False
2018-05-20,47,False
2018-05-27,44,False
2018-06-03,36,False
2018-06-10,39,False
2018-06-17,28,False
2018-06-24,42,False
2018-07-01,27,False
2018-07-08,28,False
2018-07-15,30,False
2018-07-22,39,False
2018-07-29,49,False
2018-08-05,45,False
2018-08-12,76,False
2018-08-19,29,False
2018-08-26,28,False
2018-09-02,28,False
2018-09-09,72,False
2018-09-16,28,False
2018-09-23,56,False
2018-09-30,28,False
2018-10-07,42,False
2018-10-14,29,False
2018-10-21,29,False
2018-10-28,85,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,26,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,59,False
2018-12-30,28,False
2019-01-06,52,False
2019-01-13,34,False
2019-01-20,0,False
2019-01-27,25,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,41,False
2019-02-24,61,False
2019-03-03,50,False
2019-03-10,35,False
2019-03-17,41,False
2019-03-24,45,False
2019-03-31,45,False
2019-04-07,29,False
2019-04-14,38,False
2019-04-21,55,False
2019-04-28,66,False
2019-05-05,39,False
2019-05-12,82,False
2019-05-19,41,False
2019-05-26,28,False
2019-06-02,100,False
2019-06-09,53,False
2019-06-16,68,False
2019-06-23,40,False
2019-06-30,27,False
2019-07-07,27,False
2019-07-14,64,False
2019-07-21,27,False
2019-07-28,57,False
2019-08-04,42,False
2019-08-11,67,False
2019-08-18,0,False
2019-08-25,26,False
2019-09-01,43,False
2019-09-08,52,False
2019-09-15,26,False
2019-09-22,25,False
2019-09-29,49,False
2019-10-06,37,False
2019-10-13,49,False
2019-10-20,25,False
2019-10-27,40,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,0,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,35,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,39,False
2020-01-05,23,False
2020-01-12,22,False
2020-01-19,47,False
2020-01-26,38,False
2020-02-02,34,False
2020-02-09,46,False
2020-02-16,59,False
2020-02-23,34,False
2020-03-01,44,False
2020-03-08,22,False
2020-03-15,26,False
2020-03-22,76,False
2020-03-29,68,False
2020-04-05,56,False
2020-04-12,33,False
2020-04-19,44,False
2020-04-26,70,False
2020-05-03,42,False
2020-05-10,50,False
2020-05-17,38,True
