date,festa di compleanno,isPartial
2018-01-07,59,False
2018-01-14,69,False
2018-01-21,39,False
2018-01-28,29,False
2018-02-04,56,False
2018-02-11,48,False
2018-02-18,28,False
2018-02-25,36,False
2018-03-04,38,False
2018-03-11,58,False
2018-03-18,19,False
2018-03-25,0,False
2018-04-01,21,False
2018-04-08,39,False
2018-04-15,60,False
2018-04-22,21,False
2018-04-29,50,False
2018-05-06,20,False
2018-05-13,80,False
2018-05-20,29,False
2018-05-27,41,False
2018-06-03,61,False
2018-06-10,0,False
2018-06-17,57,False
2018-06-24,19,False
2018-07-01,19,False
2018-07-08,57,False
2018-07-15,19,False
2018-07-22,19,False
2018-07-29,37,False
2018-08-05,18,False
2018-08-12,41,False
2018-08-19,49,False
2018-08-26,17,False
2018-09-02,18,False
2018-09-09,0,False
2018-09-16,57,False
2018-09-23,19,False
2018-09-30,39,False
2018-10-07,41,False
2018-10-14,30,False
2018-10-21,40,False
2018-10-28,39,False
2018-11-04,19,False
2018-11-11,30,False
2018-11-18,49,False
2018-11-25,38,False
2018-12-02,62,False
2018-12-09,40,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,57,False
2019-01-13,57,False
2019-01-20,35,False
2019-01-27,35,False
2019-02-03,35,False
2019-02-10,26,False
2019-02-17,55,False
2019-02-24,27,False
2019-03-03,38,False
2019-03-10,36,False
2019-03-17,37,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,45,False
2019-04-14,65,False
2019-04-21,19,False
2019-04-28,35,False
2019-05-05,53,False
2019-05-12,17,False
2019-05-19,18,False
2019-05-26,42,False
2019-06-02,55,False
2019-06-09,19,False
2019-06-16,74,False
2019-06-23,100,False
2019-06-30,27,False
2019-07-07,34,False
2019-07-14,26,False
2019-07-21,18,False
2019-07-28,17,False
2019-08-04,35,False
2019-08-11,36,False
2019-08-18,17,False
2019-08-25,34,False
2019-09-01,16,False
2019-09-08,42,False
2019-09-15,33,False
2019-09-22,49,False
2019-09-29,34,False
2019-10-06,34,False
2019-10-13,26,False
2019-10-20,17,False
2019-10-27,34,False
2019-11-03,24,False
2019-11-10,33,False
2019-11-17,42,False
2019-11-24,49,False
2019-12-01,0,False
2019-12-08,17,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,17,False
2020-01-05,33,False
2020-01-12,39,False
2020-01-19,57,False
2020-01-26,0,False
2020-02-02,54,False
2020-02-09,40,False
2020-02-16,32,False
2020-02-23,15,False
2020-03-01,22,False
2020-03-08,14,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,28,False
2020-04-12,0,False
2020-04-19,76,False
2020-04-26,46,True
