date,reparation store,isPartial
2018-01-07,63,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,56,False
2018-02-04,35,False
2018-02-11,21,False
2018-02-18,78,False
2018-02-25,22,False
2018-03-04,32,False
2018-03-11,43,False
2018-03-18,22,False
2018-03-25,65,False
2018-04-01,44,False
2018-04-08,21,False
2018-04-15,23,False
2018-04-22,45,False
2018-04-29,33,False
2018-05-06,35,False
2018-05-13,42,False
2018-05-20,33,False
2018-05-27,49,False
2018-06-03,28,False
2018-06-10,61,False
2018-06-17,62,False
2018-06-24,42,False
2018-07-01,55,False
2018-07-08,44,False
2018-07-15,35,False
2018-07-22,49,False
2018-07-29,100,False
2018-08-05,79,False
2018-08-12,55,False
2018-08-19,38,False
2018-08-26,34,False
2018-09-02,43,False
2018-09-09,21,False
2018-09-16,21,False
2018-09-23,32,False
2018-09-30,73,False
2018-10-07,21,False
2018-10-14,60,False
2018-10-21,31,False
2018-10-28,22,False
2018-11-04,62,False
2018-11-11,27,False
2018-11-18,41,False
2018-11-25,42,False
2018-12-02,52,False
2018-12-09,32,False
2018-12-16,22,False
2018-12-23,44,False
2018-12-30,32,False
2019-01-06,49,False
2019-01-13,63,False
2019-01-20,20,False
2019-01-27,21,False
2019-02-03,20,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,50,False
2019-03-03,41,False
2019-03-10,35,False
2019-03-17,43,False
2019-03-24,45,False
2019-03-31,22,False
2019-04-07,51,False
2019-04-14,23,False
2019-04-21,24,False
2019-04-28,24,False
2019-05-05,31,False
2019-05-12,22,False
2019-05-19,44,False
2019-05-26,34,False
2019-06-02,30,False
2019-06-09,44,False
2019-06-16,22,False
2019-06-23,44,False
2019-06-30,22,False
2019-07-07,30,False
2019-07-14,32,False
2019-07-21,51,False
2019-07-28,54,False
2019-08-04,71,False
2019-08-11,59,False
2019-08-18,55,False
2019-08-25,24,False
2019-09-01,22,False
2019-09-08,22,False
2019-09-15,32,False
2019-09-22,21,False
2019-09-29,0,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,31,False
2019-11-10,32,False
2019-11-17,63,False
2019-11-24,31,False
2019-12-01,20,False
2019-12-08,0,False
2019-12-15,32,False
2019-12-22,51,False
2019-12-29,24,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,31,False
2020-01-26,27,False
2020-02-02,41,False
2020-02-09,41,False
2020-02-16,28,False
2020-02-23,20,False
2020-03-01,26,False
2020-03-08,19,False
2020-03-15,21,False
2020-03-22,0,False
2020-03-29,52,False
2020-04-05,21,False
2020-04-12,32,False
2020-04-19,20,False
2020-04-26,20,False
2020-05-03,19,False
2020-05-10,40,False
2020-05-17,52,False
2020-05-24,30,False
2020-05-31,50,False
2020-06-07,39,False
2020-06-14,27,False
2020-06-21,75,True
