date,Firma Maler,isPartial
2018-01-07,27,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,27,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,41,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,29,False
2018-04-08,28,False
2018-04-15,29,False
2018-04-22,42,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,28,False
2018-05-20,31,False
2018-05-27,30,False
2018-06-03,85,False
2018-06-10,27,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,28,False
2018-07-22,28,False
2018-07-29,29,False
2018-08-05,60,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,0,False
2018-09-02,29,False
2018-09-09,28,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,28,False
2018-10-07,27,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,54,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,49,False
2019-01-27,0,False
2019-02-03,25,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,26,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,39,False
2019-03-24,0,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,28,False
2019-04-21,0,False
2019-04-28,26,False
2019-05-05,25,False
2019-05-12,26,False
2019-05-19,25,False
2019-05-26,0,False
2019-06-02,26,False
2019-06-09,28,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,27,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,26,False
2019-09-15,26,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,25,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,24,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,23,False
2020-02-09,0,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,21,False
2020-04-26,20,False
2020-05-03,41,False
2020-05-10,20,False
2020-05-17,100,True
