date,Firma Maler,isPartial
2018-01-07,0,False
2018-01-14,42,False
2018-01-21,56,False
2018-01-28,41,False
2018-02-04,0,False
2018-02-11,90,False
2018-02-18,0,False
2018-02-25,43,False
2018-03-04,43,False
2018-03-11,44,False
2018-03-18,44,False
2018-03-25,0,False
2018-04-01,47,False
2018-04-08,45,False
2018-04-15,45,False
2018-04-22,0,False
2018-04-29,90,False
2018-05-06,0,False
2018-05-13,64,False
2018-05-20,92,False
2018-05-27,0,False
2018-06-03,43,False
2018-06-10,62,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,41,False
2018-07-08,41,False
2018-07-15,82,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,45,False
2018-08-12,46,False
2018-08-19,0,False
2018-08-26,69,False
2018-09-02,45,False
2018-09-09,0,False
2018-09-16,44,False
2018-09-23,44,False
2018-09-30,0,False
2018-10-07,43,False
2018-10-14,86,False
2018-10-21,43,False
2018-10-28,57,False
2018-11-04,0,False
2018-11-11,42,False
2018-11-18,40,False
2018-11-25,42,False
2018-12-02,41,False
2018-12-09,83,False
2018-12-16,0,False
2018-12-23,100,False
2018-12-30,0,False
2019-01-06,39,False
2019-01-13,0,False
2019-01-20,39,False
2019-01-27,39,False
2019-02-03,39,False
2019-02-10,0,False
2019-02-17,80,False
2019-02-24,0,False
2019-03-03,62,False
2019-03-10,40,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,42,False
2019-04-07,0,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,0,False
2019-05-12,40,False
2019-05-19,0,False
2019-05-26,41,False
2019-06-02,42,False
2019-06-09,43,False
2019-06-16,42,False
2019-06-23,63,False
2019-06-30,40,False
2019-07-07,39,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,41,False
2019-08-04,0,False
2019-08-11,44,False
2019-08-18,45,False
2019-08-25,88,False
2019-09-01,41,False
2019-09-08,82,False
2019-09-15,81,False
2019-09-22,39,False
2019-09-29,40,False
2019-10-06,39,False
2019-10-13,0,False
2019-10-20,39,False
2019-10-27,0,False
2019-11-03,56,False
2019-11-10,0,False
2019-11-17,38,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,60,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,36,False
2020-03-01,72,False
2020-03-08,68,False
2020-03-15,0,False
2020-03-22,66,False
2020-03-29,33,False
2020-04-05,36,False
2020-04-12,35,False
2020-04-19,34,False
2020-04-26,33,False
2020-05-03,34,False
2020-05-10,34,False
2020-05-17,83,True
