date,Recyclinghof,isPartial
2018-01-07,57,False
2018-01-14,71,False
2018-01-21,28,False
2018-01-28,48,False
2018-02-04,30,False
2018-02-11,39,False
2018-02-18,44,False
2018-02-25,48,False
2018-03-04,29,False
2018-03-11,59,False
2018-03-18,30,False
2018-03-25,41,False
2018-04-01,31,False
2018-04-08,51,False
2018-04-15,47,False
2018-04-22,40,False
2018-04-29,92,False
2018-05-06,31,False
2018-05-13,80,False
2018-05-20,61,False
2018-05-27,46,False
2018-06-03,30,False
2018-06-10,58,False
2018-06-17,30,False
2018-06-24,92,False
2018-07-01,62,False
2018-07-08,31,False
2018-07-15,31,False
2018-07-22,51,False
2018-07-29,0,False
2018-08-05,44,False
2018-08-12,29,False
2018-08-19,0,False
2018-08-26,69,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,45,False
2018-09-23,30,False
2018-09-30,47,False
2018-10-07,62,False
2018-10-14,50,False
2018-10-21,48,False
2018-10-28,100,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,56,False
2018-11-25,84,False
2018-12-02,28,False
2018-12-09,29,False
2018-12-16,44,False
2018-12-23,32,False
2018-12-30,29,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,0,False
2019-01-27,27,False
2019-02-03,54,False
2019-02-10,42,False
2019-02-17,66,False
2019-02-24,30,False
2019-03-03,65,False
2019-03-10,27,False
2019-03-17,57,False
2019-03-24,48,False
2019-03-31,29,False
2019-04-07,47,False
2019-04-14,30,False
2019-04-21,30,False
2019-04-28,57,False
2019-05-05,45,False
2019-05-12,29,False
2019-05-19,37,False
2019-05-26,38,False
2019-06-02,56,False
2019-06-09,37,False
2019-06-16,38,False
2019-06-23,38,False
2019-06-30,43,False
2019-07-07,58,False
2019-07-14,59,False
2019-07-21,46,False
2019-07-28,71,False
2019-08-04,48,False
2019-08-11,27,False
2019-08-18,42,False
2019-08-25,83,False
2019-09-01,27,False
2019-09-08,28,False
2019-09-15,47,False
2019-09-22,45,False
2019-09-29,0,False
2019-10-06,27,False
2019-10-13,53,False
2019-10-20,44,False
2019-10-27,26,False
2019-11-03,0,False
2019-11-10,26,False
2019-11-17,51,False
2019-11-24,38,False
2019-12-01,26,False
2019-12-08,52,False
2019-12-15,35,False
2019-12-22,42,False
2019-12-29,36,False
2020-01-05,97,False
2020-01-12,24,False
2020-01-19,74,False
2020-01-26,24,False
2020-02-02,24,False
2020-02-09,36,False
2020-02-16,43,False
2020-02-23,39,False
2020-03-01,36,False
2020-03-08,22,False
2020-03-15,64,False
2020-03-22,52,False
2020-03-29,41,False
2020-04-05,68,False
2020-04-12,80,False
2020-04-19,97,False
2020-04-26,55,False
2020-05-03,71,False
2020-05-10,43,False
