date,Recyclinghof,isPartial
2018-01-07,26,False
2018-01-14,17,False
2018-01-21,18,False
2018-01-28,44,False
2018-02-04,27,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,18,False
2018-03-11,18,False
2018-03-18,24,False
2018-03-25,39,False
2018-04-01,20,False
2018-04-08,50,False
2018-04-15,32,False
2018-04-22,29,False
2018-04-29,46,False
2018-05-06,41,False
2018-05-13,29,False
2018-05-20,40,False
2018-05-27,18,False
2018-06-03,26,False
2018-06-10,18,False
2018-06-17,27,False
2018-06-24,25,False
2018-07-01,29,False
2018-07-08,19,False
2018-07-15,49,False
2018-07-22,39,False
2018-07-29,28,False
2018-08-05,27,False
2018-08-12,45,False
2018-08-19,36,False
2018-08-26,36,False
2018-09-02,18,False
2018-09-09,19,False
2018-09-16,30,False
2018-09-23,27,False
2018-09-30,49,False
2018-10-07,45,False
2018-10-14,36,False
2018-10-21,0,False
2018-10-28,17,False
2018-11-04,17,False
2018-11-11,29,False
2018-11-18,16,False
2018-11-25,26,False
2018-12-02,17,False
2018-12-09,23,False
2018-12-16,35,False
2018-12-23,18,False
2018-12-30,34,False
2019-01-06,24,False
2019-01-13,16,False
2019-01-20,16,False
2019-01-27,47,False
2019-02-03,24,False
2019-02-10,17,False
2019-02-17,38,False
2019-02-24,25,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,46,False
2019-03-24,33,False
2019-03-31,17,False
2019-04-07,33,False
2019-04-14,28,False
2019-04-21,36,False
2019-04-28,41,False
2019-05-05,40,False
2019-05-12,17,False
2019-05-19,16,False
2019-05-26,34,False
2019-06-02,42,False
2019-06-09,28,False
2019-06-16,33,False
2019-06-23,17,False
2019-06-30,100,False
2019-07-07,17,False
2019-07-14,45,False
2019-07-21,37,False
2019-07-28,35,False
2019-08-04,45,False
2019-08-11,34,False
2019-08-18,44,False
2019-08-25,33,False
2019-09-01,16,False
2019-09-08,25,False
2019-09-15,42,False
2019-09-22,27,False
2019-09-29,42,False
2019-10-06,28,False
2019-10-13,43,False
2019-10-20,31,False
2019-10-27,45,False
2019-11-03,39,False
2019-11-10,15,False
2019-11-17,34,False
2019-11-24,44,False
2019-12-01,61,False
2019-12-08,23,False
2019-12-15,62,False
2019-12-22,32,False
2019-12-29,55,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,42,False
2020-01-26,35,False
2020-02-02,28,False
2020-02-09,22,False
2020-02-16,35,False
2020-02-23,18,False
2020-03-01,23,False
2020-03-08,26,False
2020-03-15,63,False
2020-03-22,74,False
2020-03-29,44,False
2020-04-05,46,False
2020-04-12,44,False
2020-04-19,47,False
2020-04-26,43,False
2020-05-03,57,False
2020-05-10,55,False
