date,Trucco sposa,isPartial
2018-01-07,53,False
2018-01-14,27,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,51,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,54,False
2018-04-01,0,False
2018-04-08,27,False
2018-04-15,54,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,81,False
2018-05-13,54,False
2018-05-20,27,False
2018-05-27,83,False
2018-06-03,0,False
2018-06-10,100,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,51,False
2018-07-15,78,False
2018-07-22,0,False
2018-07-29,76,False
2018-08-05,25,False
2018-08-12,22,False
2018-08-19,45,False
2018-08-26,23,False
2018-09-02,0,False
2018-09-09,51,False
2018-09-16,26,False
2018-09-23,0,False
2018-09-30,52,False
2018-10-07,28,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,71,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,25,False
2019-02-24,24,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,0,False
2019-03-24,49,False
2019-03-31,74,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,51,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,47,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,71,False
2019-07-21,25,False
2019-07-28,23,False
2019-08-04,24,False
2019-08-11,0,False
2019-08-18,23,False
2019-08-25,47,False
2019-09-01,89,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,0,False
2020-02-02,42,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,38,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
