date,trucco sposa,isPartial
2018-01-07,37,False
2018-01-14,38,False
2018-01-21,28,False
2018-01-28,37,False
2018-02-04,37,False
2018-02-11,38,False
2018-02-18,58,False
2018-02-25,20,False
2018-03-04,20,False
2018-03-11,30,False
2018-03-18,20,False
2018-03-25,22,False
2018-04-01,22,False
2018-04-08,100,False
2018-04-15,80,False
2018-04-22,42,False
2018-04-29,41,False
2018-05-06,0,False
2018-05-13,50,False
2018-05-20,20,False
2018-05-27,63,False
2018-06-03,21,False
2018-06-10,47,False
2018-06-17,40,False
2018-06-24,29,False
2018-07-01,51,False
2018-07-08,40,False
2018-07-15,61,False
2018-07-22,39,False
2018-07-29,38,False
2018-08-05,28,False
2018-08-12,38,False
2018-08-19,27,False
2018-08-26,57,False
2018-09-02,58,False
2018-09-09,49,False
2018-09-16,28,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,0,False
2018-10-14,20,False
2018-10-21,50,False
2018-10-28,48,False
2018-11-04,40,False
2018-11-11,21,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,43,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,40,False
2019-01-06,78,False
2019-01-13,29,False
2019-01-20,18,False
2019-01-27,19,False
2019-02-03,55,False
2019-02-10,28,False
2019-02-17,19,False
2019-02-24,29,False
2019-03-03,20,False
2019-03-10,38,False
2019-03-17,77,False
2019-03-24,38,False
2019-03-31,28,False
2019-04-07,39,False
2019-04-14,49,False
2019-04-21,61,False
2019-04-28,29,False
2019-05-05,29,False
2019-05-12,18,False
2019-05-19,19,False
2019-05-26,18,False
2019-06-02,19,False
2019-06-09,20,False
2019-06-16,31,False
2019-06-23,30,False
2019-06-30,61,False
2019-07-07,49,False
2019-07-14,29,False
2019-07-21,20,False
2019-07-28,79,False
2019-08-04,29,False
2019-08-11,39,False
2019-08-18,27,False
2019-08-25,44,False
2019-09-01,17,False
2019-09-08,55,False
2019-09-15,36,False
2019-09-22,27,False
2019-09-29,28,False
2019-10-06,28,False
2019-10-13,29,False
2019-10-20,18,False
2019-10-27,0,False
2019-11-03,18,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,19,False
2019-12-01,19,False
2019-12-08,29,False
2019-12-15,39,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,18,False
2020-01-19,36,False
2020-01-26,18,False
2020-02-02,35,False
2020-02-09,18,False
2020-02-16,18,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,16,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,15,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
