date,trucco sposa,isPartial
2018-01-07,49,False
2018-01-14,32,False
2018-01-21,64,False
2018-01-28,64,False
2018-02-04,46,False
2018-02-11,64,False
2018-02-18,31,False
2018-02-25,0,False
2018-03-04,62,False
2018-03-11,32,False
2018-03-18,61,False
2018-03-25,49,False
2018-04-01,34,False
2018-04-08,32,False
2018-04-15,49,False
2018-04-22,34,False
2018-04-29,99,False
2018-05-06,65,False
2018-05-13,81,False
2018-05-20,48,False
2018-05-27,67,False
2018-06-03,33,False
2018-06-10,75,False
2018-06-17,62,False
2018-06-24,61,False
2018-07-01,63,False
2018-07-08,62,False
2018-07-15,79,False
2018-07-22,92,False
2018-07-29,61,False
2018-08-05,30,False
2018-08-12,27,False
2018-08-19,41,False
2018-08-26,28,False
2018-09-02,59,False
2018-09-09,78,False
2018-09-16,31,False
2018-09-23,32,False
2018-09-30,63,False
2018-10-07,34,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,0,False
2018-12-02,34,False
2018-12-09,33,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,47,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,73,False
2019-02-03,57,False
2019-02-10,57,False
2019-02-17,30,False
2019-02-24,29,False
2019-03-03,31,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,60,False
2019-03-31,75,False
2019-04-07,29,False
2019-04-14,0,False
2019-04-21,62,False
2019-04-28,88,False
2019-05-05,29,False
2019-05-12,71,False
2019-05-19,29,False
2019-05-26,41,False
2019-06-02,30,False
2019-06-09,31,False
2019-06-16,31,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,28,False
2019-07-14,86,False
2019-07-21,30,False
2019-07-28,28,False
2019-08-04,29,False
2019-08-11,0,False
2019-08-18,28,False
2019-08-25,56,False
2019-09-01,81,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,27,False
2019-09-29,28,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,28,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,59,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,26,False
2020-01-19,40,False
2020-01-26,0,False
2020-02-02,51,False
2020-02-09,26,False
2020-02-16,26,False
2020-02-23,100,False
2020-03-01,24,False
2020-03-08,46,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
