date,Trucco sposa,isPartial
2018-01-07,38,False
2018-01-14,75,False
2018-01-21,28,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,40,False
2018-02-18,47,False
2018-02-25,36,False
2018-03-04,38,False
2018-03-11,48,False
2018-03-18,67,False
2018-03-25,41,False
2018-04-01,63,False
2018-04-08,80,False
2018-04-15,30,False
2018-04-22,41,False
2018-04-29,70,False
2018-05-06,67,False
2018-05-13,50,False
2018-05-20,39,False
2018-05-27,31,False
2018-06-03,30,False
2018-06-10,46,False
2018-06-17,48,False
2018-06-24,20,False
2018-07-01,29,False
2018-07-08,20,False
2018-07-15,51,False
2018-07-22,31,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,35,False
2018-08-19,35,False
2018-08-26,42,False
2018-09-02,40,False
2018-09-09,39,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,29,False
2018-10-07,30,False
2018-10-14,41,False
2018-10-21,20,False
2018-10-28,19,False
2018-11-04,38,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,20,False
2018-12-02,21,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,39,False
2019-01-13,19,False
2019-01-20,63,False
2019-01-27,28,False
2019-02-03,18,False
2019-02-10,75,False
2019-02-17,37,False
2019-02-24,28,False
2019-03-03,89,False
2019-03-10,56,False
2019-03-17,29,False
2019-03-24,20,False
2019-03-31,39,False
2019-04-07,58,False
2019-04-14,51,False
2019-04-21,61,False
2019-04-28,57,False
2019-05-05,47,False
2019-05-12,38,False
2019-05-19,19,False
2019-05-26,27,False
2019-06-02,20,False
2019-06-09,41,False
2019-06-16,100,False
2019-06-23,21,False
2019-06-30,42,False
2019-07-07,41,False
2019-07-14,20,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,0,False
2019-08-18,44,False
2019-08-25,19,False
2019-09-01,45,False
2019-09-08,28,False
2019-09-15,36,False
2019-09-22,18,False
2019-09-29,26,False
2019-10-06,37,False
2019-10-13,28,False
2019-10-20,36,False
2019-10-27,44,False
2019-11-03,17,False
2019-11-10,18,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,37,False
2019-12-22,20,False
2019-12-29,29,False
2020-01-05,45,False
2020-01-12,35,False
2020-01-19,35,False
2020-01-26,35,False
2020-02-02,17,False
2020-02-09,35,False
2020-02-16,44,False
2020-02-23,41,False
2020-03-01,40,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,25,True
