date,trucco sposa,isPartial
2018-01-07,32,False
2018-01-14,43,False
2018-01-21,42,False
2018-01-28,42,False
2018-02-04,31,False
2018-02-11,40,False
2018-02-18,66,False
2018-02-25,75,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,39,False
2018-03-25,41,False
2018-04-01,32,False
2018-04-08,58,False
2018-04-15,49,False
2018-04-22,73,False
2018-04-29,70,False
2018-05-06,56,False
2018-05-13,57,False
2018-05-20,57,False
2018-05-27,40,False
2018-06-03,51,False
2018-06-10,85,False
2018-06-17,56,False
2018-06-24,100,False
2018-07-01,20,False
2018-07-08,40,False
2018-07-15,0,False
2018-07-22,30,False
2018-07-29,41,False
2018-08-05,66,False
2018-08-12,0,False
2018-08-19,94,False
2018-08-26,46,False
2018-09-02,59,False
2018-09-09,38,False
2018-09-16,55,False
2018-09-23,28,False
2018-09-30,57,False
2018-10-07,39,False
2018-10-14,39,False
2018-10-21,38,False
2018-10-28,66,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,18,False
2018-12-09,20,False
2018-12-16,21,False
2018-12-23,25,False
2018-12-30,33,False
2019-01-06,64,False
2019-01-13,52,False
2019-01-20,20,False
2019-01-27,54,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,31,False
2019-02-24,37,False
2019-03-03,66,False
2019-03-10,87,False
2019-03-17,22,False
2019-03-24,96,False
2019-03-31,42,False
2019-04-07,79,False
2019-04-14,52,False
2019-04-21,48,False
2019-04-28,21,False
2019-05-05,56,False
2019-05-12,61,False
2019-05-19,21,False
2019-05-26,59,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,65,False
2019-06-23,55,False
2019-06-30,34,False
2019-07-07,21,False
2019-07-14,45,False
2019-07-21,77,False
2019-07-28,24,False
2019-08-04,0,False
2019-08-11,55,False
2019-08-18,52,False
2019-08-25,23,False
2019-09-01,20,False
2019-09-08,31,False
2019-09-15,30,False
2019-09-22,20,False
2019-09-29,20,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,80,False
2019-10-27,61,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,40,False
2019-11-24,40,False
2019-12-01,0,False
2019-12-08,41,False
2019-12-15,21,False
2019-12-22,25,False
2019-12-29,48,False
2020-01-05,0,False
2020-01-12,57,False
2020-01-19,39,False
2020-01-26,38,False
2020-02-02,19,False
2020-02-09,39,False
2020-02-16,19,False
2020-02-23,19,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,17,False
2020-04-26,0,True
