date,Trucco sposa,isPartial
2018-01-07,30,False
2018-01-14,29,False
2018-01-21,0,False
2018-01-28,43,False
2018-02-04,29,False
2018-02-11,29,False
2018-02-18,28,False
2018-02-25,27,False
2018-03-04,0,False
2018-03-11,28,False
2018-03-18,74,False
2018-03-25,30,False
2018-04-01,31,False
2018-04-08,44,False
2018-04-15,29,False
2018-04-22,31,False
2018-04-29,43,False
2018-05-06,100,False
2018-05-13,29,False
2018-05-20,29,False
2018-05-27,59,False
2018-06-03,29,False
2018-06-10,28,False
2018-06-17,0,False
2018-06-24,45,False
2018-07-01,43,False
2018-07-08,43,False
2018-07-15,29,False
2018-07-22,0,False
2018-07-29,62,False
2018-08-05,66,False
2018-08-12,35,False
2018-08-19,32,False
2018-08-26,88,False
2018-09-02,71,False
2018-09-09,29,False
2018-09-16,57,False
2018-09-23,28,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,29,False
2018-10-21,59,False
2018-10-28,87,False
2018-11-04,28,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,29,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,28,False
2019-01-20,28,False
2019-01-27,57,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,29,False
2019-02-24,29,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,44,False
2019-03-31,58,False
2019-04-07,0,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,29,False
2019-05-12,27,False
2019-05-19,28,False
2019-05-26,40,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,29,False
2019-06-23,0,False
2019-06-30,59,False
2019-07-07,27,False
2019-07-14,28,False
2019-07-21,43,False
2019-07-28,29,False
2019-08-04,93,False
2019-08-11,33,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,25,False
2019-09-08,26,False
2019-09-15,39,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,68,False
2019-10-20,26,False
2019-10-27,53,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,26,False
2019-11-24,0,False
2019-12-01,26,False
2019-12-08,27,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,24,False
2020-02-02,24,False
2020-02-09,50,False
2020-02-16,25,False
2020-02-23,45,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
