date,abiti da cerimonia,isPartial
2018-01-07,45,False
2018-01-14,46,False
2018-01-21,56,False
2018-01-28,33,False
2018-02-04,0,False
2018-02-11,22,False
2018-02-18,22,False
2018-02-25,62,False
2018-03-04,54,False
2018-03-11,43,False
2018-03-18,45,False
2018-03-25,56,False
2018-04-01,56,False
2018-04-08,64,False
2018-04-15,34,False
2018-04-22,67,False
2018-04-29,63,False
2018-05-06,64,False
2018-05-13,22,False
2018-05-20,44,False
2018-05-27,22,False
2018-06-03,43,False
2018-06-10,82,False
2018-06-17,54,False
2018-06-24,43,False
2018-07-01,41,False
2018-07-08,100,False
2018-07-15,60,False
2018-07-22,20,False
2018-07-29,62,False
2018-08-05,40,False
2018-08-12,77,False
2018-08-19,20,False
2018-08-26,21,False
2018-09-02,32,False
2018-09-09,22,False
2018-09-16,64,False
2018-09-23,22,False
2018-09-30,0,False
2018-10-07,22,False
2018-10-14,46,False
2018-10-21,22,False
2018-10-28,21,False
2018-11-04,21,False
2018-11-11,34,False
2018-11-18,22,False
2018-11-25,23,False
2018-12-02,0,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,23,False
2019-01-13,43,False
2019-01-20,51,False
2019-01-27,20,False
2019-02-03,51,False
2019-02-10,63,False
2019-02-17,22,False
2019-02-24,43,False
2019-03-03,31,False
2019-03-10,52,False
2019-03-17,21,False
2019-03-24,42,False
2019-03-31,84,False
2019-04-07,63,False
2019-04-14,53,False
2019-04-21,28,False
2019-04-28,50,False
2019-05-05,49,False
2019-05-12,30,False
2019-05-19,49,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,61,False
2019-06-30,20,False
2019-07-07,57,False
2019-07-14,48,False
2019-07-21,39,False
2019-07-28,39,False
2019-08-04,19,False
2019-08-11,19,False
2019-08-18,18,False
2019-08-25,18,False
2019-09-01,19,False
2019-09-08,39,False
2019-09-15,57,False
2019-09-22,38,False
2019-09-29,0,False
2019-10-06,19,False
2019-10-13,19,False
2019-10-20,0,False
2019-10-27,19,False
2019-11-03,18,False
2019-11-10,19,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,29,False
2019-12-08,0,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,20,False
2020-01-12,55,False
2020-01-19,39,False
2020-01-26,28,False
2020-02-02,46,False
2020-02-09,67,False
2020-02-16,19,False
2020-02-23,26,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,17,False
2020-04-19,16,False
2020-04-26,0,True
