date,abiti da cerimonia,isPartial
2018-01-07,41,False
2018-01-14,51,False
2018-01-21,62,False
2018-01-28,71,False
2018-02-04,63,False
2018-02-11,59,False
2018-02-18,45,False
2018-02-25,100,False
2018-03-04,80,False
2018-03-11,68,False
2018-03-18,68,False
2018-03-25,64,False
2018-04-01,70,False
2018-04-08,84,False
2018-04-15,84,False
2018-04-22,75,False
2018-04-29,81,False
2018-05-06,78,False
2018-05-13,60,False
2018-05-20,61,False
2018-05-27,52,False
2018-06-03,49,False
2018-06-10,72,False
2018-06-17,58,False
2018-06-24,59,False
2018-07-01,49,False
2018-07-08,51,False
2018-07-15,36,False
2018-07-22,45,False
2018-07-29,34,False
2018-08-05,46,False
2018-08-12,32,False
2018-08-19,23,False
2018-08-26,48,False
2018-09-02,52,False
2018-09-09,17,False
2018-09-16,26,False
2018-09-23,18,False
2018-09-30,22,False
2018-10-07,24,False
2018-10-14,17,False
2018-10-21,14,False
2018-10-28,15,False
2018-11-04,24,False
2018-11-11,24,False
2018-11-18,18,False
2018-11-25,16,False
2018-12-02,15,False
2018-12-09,15,False
2018-12-16,12,False
2018-12-23,14,False
2018-12-30,20,False
2019-01-06,36,False
2019-01-13,42,False
2019-01-20,42,False
2019-01-27,45,False
2019-02-03,45,False
2019-02-10,44,False
2019-02-17,73,False
2019-02-24,43,False
2019-03-03,77,False
2019-03-10,65,False
2019-03-17,78,False
2019-03-24,54,False
2019-03-31,61,False
2019-04-07,60,False
2019-04-14,49,False
2019-04-21,54,False
2019-04-28,68,False
2019-05-05,59,False
2019-05-12,52,False
2019-05-19,52,False
2019-05-26,44,False
2019-06-02,27,False
2019-06-09,44,False
2019-06-16,32,False
2019-06-23,43,False
2019-06-30,46,False
2019-07-07,40,False
2019-07-14,44,False
2019-07-21,28,False
2019-07-28,34,False
2019-08-04,35,False
2019-08-11,10,False
2019-08-18,33,False
2019-08-25,23,False
2019-09-01,36,False
2019-09-08,27,False
2019-09-15,21,False
2019-09-22,24,False
2019-09-29,21,False
2019-10-06,23,False
2019-10-13,18,False
2019-10-20,25,False
2019-10-27,20,False
2019-11-03,19,False
2019-11-10,16,False
2019-11-17,17,False
2019-11-24,16,False
2019-12-01,7,False
2019-12-08,8,False
2019-12-15,9,False
2019-12-22,11,False
2019-12-29,18,False
2020-01-05,25,False
2020-01-12,55,False
2020-01-19,38,False
2020-01-26,55,False
2020-02-02,52,False
2020-02-09,63,False
2020-02-16,48,False
2020-02-23,31,False
2020-03-01,43,False
2020-03-08,19,False
2020-03-15,5,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,8,False
2020-04-12,4,False
2020-04-19,12,False
2020-04-26,9,True
