date,abiti da cerimonia,isPartial
2018-01-07,13,False
2018-01-14,53,False
2018-01-21,28,False
2018-01-28,41,False
2018-02-04,27,False
2018-02-11,63,False
2018-02-18,20,False
2018-02-25,25,False
2018-03-04,62,False
2018-03-11,53,False
2018-03-18,47,False
2018-03-25,22,False
2018-04-01,100,False
2018-04-08,99,False
2018-04-15,44,False
2018-04-22,53,False
2018-04-29,68,False
2018-05-06,62,False
2018-05-13,36,False
2018-05-20,28,False
2018-05-27,42,False
2018-06-03,48,False
2018-06-10,19,False
2018-06-17,76,False
2018-06-24,35,False
2018-07-01,49,False
2018-07-08,28,False
2018-07-15,35,False
2018-07-22,35,False
2018-07-29,28,False
2018-08-05,33,False
2018-08-12,24,False
2018-08-19,26,False
2018-08-26,20,False
2018-09-02,41,False
2018-09-09,0,False
2018-09-16,21,False
2018-09-23,43,False
2018-09-30,0,False
2018-10-07,15,False
2018-10-14,15,False
2018-10-21,23,False
2018-10-28,15,False
2018-11-04,43,False
2018-11-11,45,False
2018-11-18,29,False
2018-11-25,15,False
2018-12-02,15,False
2018-12-09,0,False
2018-12-16,16,False
2018-12-23,17,False
2018-12-30,15,False
2019-01-06,14,False
2019-01-13,14,False
2019-01-20,82,False
2019-01-27,14,False
2019-02-03,21,False
2019-02-10,35,False
2019-02-17,43,False
2019-02-24,58,False
2019-03-03,38,False
2019-03-10,37,False
2019-03-17,61,False
2019-03-24,38,False
2019-03-31,45,False
2019-04-07,53,False
2019-04-14,16,False
2019-04-21,39,False
2019-04-28,95,False
2019-05-05,52,False
2019-05-12,43,False
2019-05-19,22,False
2019-05-26,27,False
2019-06-02,30,False
2019-06-09,15,False
2019-06-16,23,False
2019-06-23,30,False
2019-06-30,60,False
2019-07-07,41,False
2019-07-14,14,False
2019-07-21,22,False
2019-07-28,21,False
2019-08-04,21,False
2019-08-11,26,False
2019-08-18,35,False
2019-08-25,36,False
2019-09-01,26,False
2019-09-08,14,False
2019-09-15,66,False
2019-09-22,0,False
2019-09-29,13,False
2019-10-06,13,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,13,False
2019-11-03,24,False
2019-11-10,25,False
2019-11-17,19,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,13,False
2019-12-15,13,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,37,False
2020-01-12,41,False
2020-01-19,54,False
2020-01-26,35,False
2020-02-02,46,False
2020-02-09,30,False
2020-02-16,48,False
2020-02-23,34,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,10,False
2020-04-26,0,True
