date,abiti da cerimonia,isPartial
2018-01-07,56,False
2018-01-14,38,False
2018-01-21,45,False
2018-01-28,33,False
2018-02-04,52,False
2018-02-11,57,False
2018-02-18,54,False
2018-02-25,26,False
2018-03-04,51,False
2018-03-11,96,False
2018-03-18,100,False
2018-03-25,41,False
2018-04-01,38,False
2018-04-08,65,False
2018-04-15,63,False
2018-04-22,26,False
2018-04-29,62,False
2018-05-06,36,False
2018-05-13,52,False
2018-05-20,40,False
2018-05-27,65,False
2018-06-03,89,False
2018-06-10,35,False
2018-06-17,60,False
2018-06-24,64,False
2018-07-01,47,False
2018-07-08,28,False
2018-07-15,44,False
2018-07-22,49,False
2018-07-29,36,False
2018-08-05,42,False
2018-08-12,9,False
2018-08-19,25,False
2018-08-26,35,False
2018-09-02,50,False
2018-09-09,24,False
2018-09-16,27,False
2018-09-23,36,False
2018-09-30,16,False
2018-10-07,25,False
2018-10-14,12,False
2018-10-21,32,False
2018-10-28,23,False
2018-11-04,19,False
2018-11-11,16,False
2018-11-18,32,False
2018-11-25,24,False
2018-12-02,17,False
2018-12-09,21,False
2018-12-16,17,False
2018-12-23,10,False
2018-12-30,17,False
2019-01-06,31,False
2019-01-13,19,False
2019-01-20,41,False
2019-01-27,40,False
2019-02-03,67,False
2019-02-10,56,False
2019-02-17,42,False
2019-02-24,53,False
2019-03-03,73,False
2019-03-10,46,False
2019-03-17,39,False
2019-03-24,39,False
2019-03-31,49,False
2019-04-07,46,False
2019-04-14,35,False
2019-04-21,56,False
2019-04-28,45,False
2019-05-05,62,False
2019-05-12,68,False
2019-05-19,54,False
2019-05-26,42,False
2019-06-02,42,False
2019-06-09,31,False
2019-06-16,26,False
2019-06-23,47,False
2019-06-30,19,False
2019-07-07,23,False
2019-07-14,37,False
2019-07-21,28,False
2019-07-28,28,False
2019-08-04,38,False
2019-08-11,31,False
2019-08-18,28,False
2019-08-25,26,False
2019-09-01,36,False
2019-09-08,27,False
2019-09-15,38,False
2019-09-22,30,False
2019-09-29,15,False
2019-10-06,11,False
2019-10-13,22,False
2019-10-20,36,False
2019-10-27,11,False
2019-11-03,14,False
2019-11-10,21,False
2019-11-17,17,False
2019-11-24,25,False
2019-12-01,11,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,17,False
2019-12-29,16,False
2020-01-05,42,False
2020-01-12,30,False
2020-01-19,51,False
2020-01-26,44,False
2020-02-02,30,False
2020-02-09,27,False
2020-02-16,58,False
2020-02-23,32,False
2020-03-01,38,False
2020-03-08,18,False
2020-03-15,9,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,6,False
2020-04-12,9,False
2020-04-19,9,False
2020-04-26,10,True
