date,abiti da cerimonia,isPartial
2018-01-07,71,False
2018-01-14,35,False
2018-01-21,35,False
2018-01-28,0,False
2018-02-04,86,False
2018-02-11,50,False
2018-02-18,33,False
2018-02-25,0,False
2018-03-04,33,False
2018-03-11,34,False
2018-03-18,35,False
2018-03-25,35,False
2018-04-01,38,False
2018-04-08,77,False
2018-04-15,0,False
2018-04-22,41,False
2018-04-29,77,False
2018-05-06,37,False
2018-05-13,37,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,38,False
2018-06-10,0,False
2018-06-17,38,False
2018-06-24,55,False
2018-07-01,34,False
2018-07-08,33,False
2018-07-15,32,False
2018-07-22,32,False
2018-07-29,31,False
2018-08-05,59,False
2018-08-12,88,False
2018-08-19,0,False
2018-08-26,63,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,36,False
2018-09-30,35,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,38,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,38,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,0,False
2019-01-20,48,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,33,False
2019-02-24,0,False
2019-03-03,33,False
2019-03-10,34,False
2019-03-17,71,False
2019-03-24,0,False
2019-03-31,36,False
2019-04-07,0,False
2019-04-14,36,False
2019-04-21,0,False
2019-04-28,73,False
2019-05-05,53,False
2019-05-12,35,False
2019-05-19,52,False
2019-05-26,49,False
2019-06-02,35,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,35,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,30,False
2019-07-21,29,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,31,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,100,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,33,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,28,False
2020-02-02,0,False
2020-02-09,28,False
2020-02-16,84,False
2020-02-23,0,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,28,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,29,False
2020-04-12,0,False
2020-04-19,28,False
2020-04-26,0,True
