date,abiti da cerimonia,isPartial
2018-01-07,30,False
2018-01-14,40,False
2018-01-21,40,False
2018-01-28,58,False
2018-02-04,39,False
2018-02-11,80,False
2018-02-18,47,False
2018-02-25,64,False
2018-03-04,88,False
2018-03-11,68,False
2018-03-18,77,False
2018-03-25,31,False
2018-04-01,85,False
2018-04-08,79,False
2018-04-15,62,False
2018-04-22,64,False
2018-04-29,93,False
2018-05-06,100,False
2018-05-13,60,False
2018-05-20,30,False
2018-05-27,52,False
2018-06-03,40,False
2018-06-10,29,False
2018-06-17,40,False
2018-06-24,40,False
2018-07-01,40,False
2018-07-08,39,False
2018-07-15,40,False
2018-07-22,39,False
2018-07-29,50,False
2018-08-05,60,False
2018-08-12,29,False
2018-08-19,39,False
2018-08-26,28,False
2018-09-02,48,False
2018-09-09,50,False
2018-09-16,59,False
2018-09-23,41,False
2018-09-30,41,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,41,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,62,False
2018-11-18,0,False
2018-11-25,39,False
2018-12-02,41,False
2018-12-09,29,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,0,False
2019-01-13,46,False
2019-01-20,27,False
2019-01-27,35,False
2019-02-03,18,False
2019-02-10,73,False
2019-02-17,46,False
2019-02-24,55,False
2019-03-03,75,False
2019-03-10,55,False
2019-03-17,75,False
2019-03-24,92,False
2019-03-31,37,False
2019-04-07,55,False
2019-04-14,48,False
2019-04-21,96,False
2019-04-28,64,False
2019-05-05,44,False
2019-05-12,78,False
2019-05-19,18,False
2019-05-26,42,False
2019-06-02,65,False
2019-06-09,56,False
2019-06-16,19,False
2019-06-23,37,False
2019-06-30,28,False
2019-07-07,43,False
2019-07-14,55,False
2019-07-21,19,False
2019-07-28,18,False
2019-08-04,46,False
2019-08-11,56,False
2019-08-18,17,False
2019-08-25,50,False
2019-09-01,25,False
2019-09-08,27,False
2019-09-15,35,False
2019-09-22,52,False
2019-09-29,26,False
2019-10-06,18,False
2019-10-13,44,False
2019-10-20,17,False
2019-10-27,17,False
2019-11-03,17,False
2019-11-10,0,False
2019-11-17,17,False
2019-11-24,16,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,36,False
2019-12-22,0,False
2019-12-29,38,False
2020-01-05,25,False
2020-01-12,47,False
2020-01-19,16,False
2020-01-26,16,False
2020-02-02,31,False
2020-02-09,16,False
2020-02-16,25,False
2020-02-23,30,False
2020-03-01,15,False
2020-03-08,14,False
2020-03-15,14,False
2020-03-22,13,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,14,False
2020-04-19,13,False
2020-04-26,0,True
