date,video buon compleanno,isPartial
2018-01-07,24,False
2018-01-14,59,False
2018-01-21,35,False
2018-01-28,70,False
2018-02-04,45,False
2018-02-11,23,False
2018-02-18,34,False
2018-02-25,43,False
2018-03-04,23,False
2018-03-11,0,False
2018-03-18,22,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,24,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,22,False
2018-06-17,0,False
2018-06-24,34,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,46,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,54,False
2018-08-12,30,False
2018-08-19,39,False
2018-08-26,51,False
2018-09-02,43,False
2018-09-09,34,False
2018-09-16,46,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,49,False
2018-10-14,0,False
2018-10-21,48,False
2018-10-28,24,False
2018-11-04,46,False
2018-11-11,36,False
2018-11-18,47,False
2018-11-25,23,False
2018-12-02,50,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,26,False
2018-12-30,23,False
2019-01-06,23,False
2019-01-13,34,False
2019-01-20,43,False
2019-01-27,21,False
2019-02-03,31,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,21,False
2019-03-03,23,False
2019-03-10,43,False
2019-03-17,23,False
2019-03-24,44,False
2019-03-31,22,False
2019-04-07,64,False
2019-04-14,22,False
2019-04-21,46,False
2019-04-28,32,False
2019-05-05,32,False
2019-05-12,21,False
2019-05-19,0,False
2019-05-26,20,False
2019-06-02,22,False
2019-06-09,45,False
2019-06-16,0,False
2019-06-23,44,False
2019-06-30,0,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,21,False
2019-07-28,21,False
2019-08-04,21,False
2019-08-11,21,False
2019-08-18,0,False
2019-08-25,41,False
2019-09-01,20,False
2019-09-08,40,False
2019-09-15,20,False
2019-09-22,40,False
2019-09-29,20,False
2019-10-06,31,False
2019-10-13,0,False
2019-10-20,61,False
2019-10-27,20,False
2019-11-03,39,False
2019-11-10,100,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,63,False
2019-12-15,62,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,20,False
2020-01-12,19,False
2020-01-19,19,False
2020-01-26,38,False
2020-02-02,28,False
2020-02-09,39,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,27,False
2020-03-08,17,False
2020-03-15,16,False
2020-03-22,45,False
2020-03-29,31,False
2020-04-05,41,False
2020-04-12,41,False
2020-04-19,46,False
2020-04-26,69,True
