date,video buon compleanno,isPartial
2018-01-07,34,False
2018-01-14,67,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,44,False
2018-02-18,43,False
2018-02-25,42,False
2018-03-04,22,False
2018-03-11,43,False
2018-03-18,45,False
2018-03-25,69,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,23,False
2018-04-22,24,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,45,False
2018-05-20,0,False
2018-05-27,22,False
2018-06-03,90,False
2018-06-10,0,False
2018-06-17,45,False
2018-06-24,69,False
2018-07-01,44,False
2018-07-08,44,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,47,False
2018-08-05,100,False
2018-08-12,55,False
2018-08-19,0,False
2018-08-26,45,False
2018-09-02,22,False
2018-09-09,66,False
2018-09-16,44,False
2018-09-23,22,False
2018-09-30,45,False
2018-10-07,23,False
2018-10-14,34,False
2018-10-21,34,False
2018-10-28,22,False
2018-11-04,42,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,22,False
2018-12-02,57,False
2018-12-09,23,False
2018-12-16,24,False
2018-12-23,57,False
2018-12-30,0,False
2019-01-06,58,False
2019-01-13,22,False
2019-01-20,22,False
2019-01-27,33,False
2019-02-03,22,False
2019-02-10,66,False
2019-02-17,22,False
2019-02-24,0,False
2019-03-03,23,False
2019-03-10,0,False
2019-03-17,66,False
2019-03-24,45,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,23,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,21,False
2019-05-19,43,False
2019-05-26,41,False
2019-06-02,56,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,21,False
2019-07-14,54,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,41,False
2019-09-01,20,False
2019-09-08,0,False
2019-09-15,60,False
2019-09-22,80,False
2019-09-29,0,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,20,False
2019-10-27,82,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,20,False
2019-11-24,39,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,31,False
2019-12-22,50,False
2019-12-29,47,False
2020-01-05,61,False
2020-01-12,28,False
2020-01-19,37,False
2020-01-26,19,False
2020-02-02,0,False
2020-02-09,39,False
2020-02-16,28,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,34,False
2020-03-15,26,False
2020-03-22,32,False
2020-03-29,33,False
2020-04-05,43,False
2020-04-12,52,False
2020-04-19,58,False
2020-04-26,29,True
