date,video buon compleanno,isPartial
2018-01-07,19,False
2018-01-14,28,False
2018-01-21,19,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,40,False
2018-02-18,19,False
2018-02-25,27,False
2018-03-04,19,False
2018-03-11,39,False
2018-03-18,38,False
2018-03-25,51,False
2018-04-01,42,False
2018-04-08,30,False
2018-04-15,80,False
2018-04-22,21,False
2018-04-29,40,False
2018-05-06,19,False
2018-05-13,40,False
2018-05-20,20,False
2018-05-27,41,False
2018-06-03,41,False
2018-06-10,37,False
2018-06-17,29,False
2018-06-24,30,False
2018-07-01,0,False
2018-07-08,39,False
2018-07-15,51,False
2018-07-22,20,False
2018-07-29,61,False
2018-08-05,54,False
2018-08-12,69,False
2018-08-19,70,False
2018-08-26,64,False
2018-09-02,30,False
2018-09-09,29,False
2018-09-16,19,False
2018-09-23,48,False
2018-09-30,19,False
2018-10-07,30,False
2018-10-14,41,False
2018-10-21,39,False
2018-10-28,57,False
2018-11-04,19,False
2018-11-11,42,False
2018-11-18,20,False
2018-11-25,40,False
2018-12-02,21,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,22,False
2018-12-30,62,False
2019-01-06,39,False
2019-01-13,19,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,37,False
2019-02-10,57,False
2019-02-17,37,False
2019-02-24,28,False
2019-03-03,20,False
2019-03-10,37,False
2019-03-17,19,False
2019-03-24,0,False
2019-03-31,39,False
2019-04-07,19,False
2019-04-14,0,False
2019-04-21,20,False
2019-04-28,29,False
2019-05-05,57,False
2019-05-12,19,False
2019-05-19,37,False
2019-05-26,0,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,100,False
2019-06-23,21,False
2019-06-30,63,False
2019-07-07,20,False
2019-07-14,62,False
2019-07-21,21,False
2019-07-28,21,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,22,False
2019-08-25,19,False
2019-09-01,0,False
2019-09-08,28,False
2019-09-15,18,False
2019-09-22,18,False
2019-09-29,26,False
2019-10-06,19,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,18,False
2019-11-03,50,False
2019-11-10,18,False
2019-11-17,27,False
2019-11-24,27,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,35,False
2020-01-19,0,False
2020-01-26,52,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,18,False
2020-02-23,41,False
2020-03-01,32,False
2020-03-08,16,False
2020-03-15,23,False
2020-03-22,35,False
2020-03-29,72,False
2020-04-05,31,False
2020-04-12,61,False
2020-04-19,70,False
2020-04-26,37,True
