date,video buon compleanno,isPartial
2018-01-07,36,False
2018-01-14,23,False
2018-01-21,35,False
2018-01-28,35,False
2018-02-04,12,False
2018-02-11,23,False
2018-02-18,45,False
2018-02-25,89,False
2018-03-04,32,False
2018-03-11,33,False
2018-03-18,56,False
2018-03-25,35,False
2018-04-01,24,False
2018-04-08,33,False
2018-04-15,68,False
2018-04-22,24,False
2018-04-29,35,False
2018-05-06,0,False
2018-05-13,11,False
2018-05-20,22,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,11,False
2018-06-17,46,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,35,False
2018-07-15,0,False
2018-07-22,48,False
2018-07-29,50,False
2018-08-05,27,False
2018-08-12,46,False
2018-08-19,30,False
2018-08-26,48,False
2018-09-02,77,False
2018-09-09,33,False
2018-09-16,54,False
2018-09-23,55,False
2018-09-30,65,False
2018-10-07,22,False
2018-10-14,33,False
2018-10-21,54,False
2018-10-28,33,False
2018-11-04,31,False
2018-11-11,0,False
2018-11-18,53,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,22,False
2018-12-23,26,False
2018-12-30,50,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,52,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,22,False
2019-03-03,11,False
2019-03-10,22,False
2019-03-17,33,False
2019-03-24,23,False
2019-03-31,56,False
2019-04-07,11,False
2019-04-14,11,False
2019-04-21,25,False
2019-04-28,57,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,21,False
2019-05-26,31,False
2019-06-02,11,False
2019-06-09,55,False
2019-06-16,44,False
2019-06-23,23,False
2019-06-30,11,False
2019-07-07,22,False
2019-07-14,34,False
2019-07-21,35,False
2019-07-28,24,False
2019-08-04,27,False
2019-08-11,15,False
2019-08-18,0,False
2019-08-25,37,False
2019-09-01,42,False
2019-09-08,11,False
2019-09-15,42,False
2019-09-22,20,False
2019-09-29,21,False
2019-10-06,21,False
2019-10-13,31,False
2019-10-20,40,False
2019-10-27,10,False
2019-11-03,39,False
2019-11-10,40,False
2019-11-17,0,False
2019-11-24,19,False
2019-12-01,20,False
2019-12-08,31,False
2019-12-15,10,False
2019-12-22,37,False
2019-12-29,24,False
2020-01-05,10,False
2020-01-12,38,False
2020-01-19,48,False
2020-01-26,9,False
2020-02-02,28,False
2020-02-09,19,False
2020-02-16,38,False
2020-02-23,9,False
2020-03-01,27,False
2020-03-08,35,False
2020-03-15,100,False
2020-03-22,17,False
2020-03-29,35,False
2020-04-05,46,False
2020-04-12,93,False
2020-04-19,71,False
2020-04-26,60,True
