date,fioraio fioraio,isPartial
2018-01-07,44,False
2018-01-14,22,False
2018-01-21,46,False
2018-01-28,46,False
2018-02-04,34,False
2018-02-11,93,False
2018-02-18,33,False
2018-02-25,42,False
2018-03-04,69,False
2018-03-11,55,False
2018-03-18,77,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,23,False
2018-04-15,48,False
2018-04-22,25,False
2018-04-29,34,False
2018-05-06,92,False
2018-05-13,61,False
2018-05-20,71,False
2018-05-27,46,False
2018-06-03,68,False
2018-06-10,21,False
2018-06-17,34,False
2018-06-24,47,False
2018-07-01,46,False
2018-07-08,81,False
2018-07-15,47,False
2018-07-22,68,False
2018-07-29,69,False
2018-08-05,44,False
2018-08-12,20,False
2018-08-19,43,False
2018-08-26,22,False
2018-09-02,23,False
2018-09-09,24,False
2018-09-16,23,False
2018-09-23,24,False
2018-09-30,23,False
2018-10-07,73,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,24,False
2018-12-02,26,False
2018-12-09,38,False
2018-12-16,39,False
2018-12-23,28,False
2018-12-30,0,False
2019-01-06,24,False
2019-01-13,60,False
2019-01-20,34,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,93,False
2019-02-17,24,False
2019-02-24,36,False
2019-03-03,50,False
2019-03-10,87,False
2019-03-17,51,False
2019-03-24,25,False
2019-03-31,25,False
2019-04-07,37,False
2019-04-14,65,False
2019-04-21,52,False
2019-04-28,48,False
2019-05-05,49,False
2019-05-12,59,False
2019-05-19,60,False
2019-05-26,44,False
2019-06-02,63,False
2019-06-09,63,False
2019-06-16,50,False
2019-06-23,100,False
2019-06-30,50,False
2019-07-07,23,False
2019-07-14,94,False
2019-07-21,24,False
2019-07-28,35,False
2019-08-04,34,False
2019-08-11,65,False
2019-08-18,29,False
2019-08-25,20,False
2019-09-01,21,False
2019-09-08,34,False
2019-09-15,55,False
2019-09-22,76,False
2019-09-29,64,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,54,False
2019-10-27,43,False
2019-11-03,50,False
2019-11-10,41,False
2019-11-17,32,False
2019-11-24,62,False
2019-12-01,32,False
2019-12-08,43,False
2019-12-15,0,False
2019-12-22,47,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,58,False
2020-01-19,20,False
2020-01-26,58,False
2020-02-02,19,False
2020-02-09,79,False
2020-02-16,30,False
2020-02-23,19,False
2020-03-01,46,False
2020-03-08,35,False
2020-03-15,35,False
2020-03-22,33,False
2020-03-29,34,False
2020-04-05,46,False
2020-04-12,46,False
2020-04-19,34,False
2020-04-26,62,True
