date,fioraio fioraio,isPartial
2018-01-07,26,False
2018-01-14,27,False
2018-01-21,0,False
2018-01-28,38,False
2018-02-04,38,False
2018-02-11,50,False
2018-02-18,51,False
2018-02-25,24,False
2018-03-04,75,False
2018-03-11,25,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,26,False
2018-04-08,25,False
2018-04-15,53,False
2018-04-22,39,False
2018-04-29,0,False
2018-05-06,37,False
2018-05-13,63,False
2018-05-20,25,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,99,False
2018-06-24,0,False
2018-07-01,48,False
2018-07-08,35,False
2018-07-15,23,False
2018-07-22,0,False
2018-07-29,48,False
2018-08-05,70,False
2018-08-12,45,False
2018-08-19,23,False
2018-08-26,24,False
2018-09-02,25,False
2018-09-09,51,False
2018-09-16,25,False
2018-09-23,51,False
2018-09-30,25,False
2018-10-07,25,False
2018-10-14,27,False
2018-10-21,77,False
2018-10-28,49,False
2018-11-04,24,False
2018-11-11,27,False
2018-11-18,51,False
2018-11-25,26,False
2018-12-02,27,False
2018-12-09,0,False
2018-12-16,27,False
2018-12-23,30,False
2018-12-30,55,False
2019-01-06,26,False
2019-01-13,38,False
2019-01-20,24,False
2019-01-27,46,False
2019-02-03,36,False
2019-02-10,98,False
2019-02-17,63,False
2019-02-24,0,False
2019-03-03,84,False
2019-03-10,72,False
2019-03-17,37,False
2019-03-24,37,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,49,False
2019-04-21,22,False
2019-04-28,70,False
2019-05-05,68,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,44,False
2019-06-02,48,False
2019-06-09,45,False
2019-06-16,23,False
2019-06-23,35,False
2019-06-30,69,False
2019-07-07,66,False
2019-07-14,66,False
2019-07-21,45,False
2019-07-28,23,False
2019-08-04,66,False
2019-08-11,65,False
2019-08-18,0,False
2019-08-25,42,False
2019-09-01,65,False
2019-09-08,23,False
2019-09-15,44,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,45,False
2019-10-13,22,False
2019-10-20,21,False
2019-10-27,32,False
2019-11-03,32,False
2019-11-10,44,False
2019-11-17,21,False
2019-11-24,43,False
2019-12-01,22,False
2019-12-08,68,False
2019-12-15,0,False
2019-12-22,54,False
2019-12-29,25,False
2020-01-05,34,False
2020-01-12,64,False
2020-01-19,22,False
2020-01-26,33,False
2020-02-02,64,False
2020-02-09,100,False
2020-02-16,65,False
2020-02-23,20,False
2020-03-01,61,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,0,False
2020-03-29,38,False
2020-04-05,39,False
2020-04-12,29,False
2020-04-19,92,False
2020-04-26,32,True
